,rating,pros
9683,4.0,Good pay. Good allowance No formals
9684,3.0,"Marc Benioff is a true visionary, compassionate, fearless leader."
9685,5.0,"Supportive, Transparent, Easy to connect with colleagues, treats you like family"
9686,5.0,great company with great culture and product catalog to sell
9687,5.0,Good team work never seen before
9688,2.0,Great product Great culture Very enthusiastic CEO Many events and strong marketing brand!
9689,3.0,"Good Technology, Good Salary, lots of benefits still a good company to work for"
9690,5.0,"Very commercial, one of the best marketing machines on this planet with an excellent product. Focus at being the company helping other companies to become a customer company using cloud technology, no deviations to other markets. The best salary, conditions etc. I have ever seen at the level I am working at."
9691,1.0,Fantastic solution portfolio and senior management team.
9692,3.0,Clear career path. Opportunities are available
9693,4.0,"Great energy, culture, and commitment to charity"
9694,4.0,"Working with great people, good money if you over achieve"
9695,4.0,"Visionary company, CEO lives 5 years in future. Was a disruptive force, but is now normal. Intense culture, not a place for 9-5 behaviour. Great place to work hard & grow your career."
9696,2.0,"Good products, great market perception, the company has a great start up history and some of those values remain"
9697,3.0,SFDC still continue to grow so that it's so speedy and everyone can have various experience in other word you can experience start-up company.
9698,3.0,"Still fast-yet-not-small growing IT company Good Technology Good base pay (see caveat below, though) Together with Amazon the place to be if you really want to make an experience in cloud and Saas and gain experiences for next wave of IT (Real Cloud computing, no fakes) Can learn from extremely experienced IT pro's (altough they're seldon teaching). Organization is changing fast, there are opportunities to move Internal mobility is a core value."
9699,5.0,"Lots of benefits covering health which includes dental, medical and fitness. The office spaces are very well equipped and designed for a work environment. Everyone here is really smart and passionate and creates an energetic place for tremendous learning and exchange. Teams work well together and very flexible in moving towards achieving goals. The company behaves very much like a start-up at the team level even though its a MNC covering major cities."
9700,1.0,"Salesforce.com US is well organized , you get 2000 USD for Employee Referral, Monthly expense of 100 USD for Gym, you also get a Iphone for office use."
9701,3.0,SFDC is the market leader in public cloud technology. No one else is even close to SFDC's products. Every day I was proud to work for the undisputed technology leader.
9702,1.0,Benioff nice CEO let down by power hungry types
9703,5.0,"Great work life balance, ability to work from home and excellent benefits"
9704,4.0,"Good products, innovative, nice work atmos"
9705,4.0,great products and great training
9706,3.0,"Great place to learn, grow and be at the forefront of innovation!"
9707,3.0,"Amazing benefits, great opportunities to advance if you're a strong sales person. Amazing company events if you can perform well enough to get to go to them. Awesome company to work for if you want to learn the corporate game at a big company."
9708,4.0,"Competitive compensation, good culture and great solutions."
9709,1.0,"You will learn constantly, you will be the best in what you do and will be able to help clients"
9710,3.0,Good pay if you do well Make lots of good friends Get lots of vouchers to spend on food & drinks
9711,1.0,Buzzing company. Known to be on the fast track.
9712,4.0,"great culture, 1,1,1 program, free canteen, good benefits"
9713,4.0,Salesforce is a big company with very good employee healthcare benefits.
9714,4.0,"6 days a year volunteering, not much politics, everyone is treated equally"
9715,4.0,Great sales environment. Excellent learning experience.
9716,3.0,"Great set of Cloud Solutions, Do it Attitude"
9717,4.0,"Great work place Friendly team, helpful boss Good room for career development"
9718,4.0,Fast paced environment. Plenty of challenges and opportunities if you can connect with the right people
9719,2.0,"Smart colleagues, very good pay"
9720,3.0,Benefits and Perks. Lot of benefits like Wellness allowance.
9721,4.0,- Great benefits - Good work/life balance - Tech moving fast for enterprise
9722,4.0,Leading edge solutions gets you in touch with the latest tech trends.
9723,4.0,Good salary and co-worker environment
9724,2.0,Good Benefits and Compensation if you can make numbers
9725,2.0,Great people. Good training. Can make good money.
9726,4.0,It has many technological opportunities
9727,4.0,"Lot of flexibility, responsibility. Speaking to C-levels, high learning curve."
9728,5.0,"Great technology, great product. Company is trying to be the best place to work for. Provides solutions that works and satisfied customers. Fast paced."
9729,4.0,Salesforce really is a great product for CRM and Customer Service. It's Force.com platform is also very strong for custom mobile apps.
9730,2.0,"products, job opportunity. Not there long enough to comment"
9731,5.0,Smart People Growing Company Tools to do the Job Salary Cool Products and Vision
9732,4.0,"great empowerment,benefits, good pay,"
9733,4.0,"Fast paced, innovative culture with a core of great people Superb products Industry leading marketing"
9734,3.0,Still a fast growing company which provides opportunities for people. Very visionary and that vision is messaged very well to all employees by Marc B. Salesforce changed the technology world and continues to be a leader in its field.
9735,4.0,"Pace is relentless, environment of constant change, great rewards, interesting colleagues make for a stimulating and challenging place to work."
9736,3.0,Great Product and great strategy
9737,5.0,"- Flexibility to choose what you work on and how you work. - Working on cutting edge techs. - No nonsense management, you just have to work and rest everything would be taken care of. - Talent is acknowledged and rewarded."
9738,5.0,"Great company, great people, interesting work."
9739,3.0,"Good people, products and innovation."
9740,2.0,Ground breaking work. Exciting environment.
9741,4.0,"innovative organisaion, great technology and ability to develop your career with a thought leadeship styled company"
9742,3.0,Nice people to work on projects or hang out after a workday. Awesome product to sell. Very few disappointed customers
9743,3.0,Commission structure Grade A Office They don't Clock watch Sales Training for all AE's they use their CRM very well Expenses are paid on time
9744,2.0,"Core company seems legit and is an exciting organization, Employee Stock Programs"
9745,5.0,Visionary CEO. Salaries Investment in people Connected Company Great opportunities for development
9746,5.0,"software that works, and truly affects positive change for our clients great co-workers great management best CEO in the world"
9747,5.0,"Great employee support and perks. Child care backup, food, fitness reimbursement, charity programs, and a great product that helps businesses serve and grow their customers."
9748,1.0,"This place sucks, hands down. The job is terrible and there is no vision in terms of company growth. The product is disorganized and broken. The management team are not leaders - they hide where comfortable, within a broken product. I noticed that they avoid higher level conversations and like to stick to the working back end of the product. You cannot forge meaninful partnerships if all you want to do is position yourself as a technical specialist. Pros: - Free food and drinks - Macs Cons: - This job sucks, literally the worst job I've ever had - No incentive to work hard / promotion - Favoritism/Nepotism - My manager hired a friend and made that person a senior member of the team - No career path They might be Salesforce now but Buddy sticks to its roots. It's a sinking ship and everyone is going down with them."
9749,3.0,"No1. innovative company, very exciting!"
9750,2.0,"Good salary, stocks- but you need to wait 4 years to get them"
9751,3.0,"The location is prettybeasy to access, and the soft perks such as free vending etc are nice to have. Pension is excellect and they make a good contribution. Salesforce look after their staff with excellent health insurance and travel insurance. Carear wise they develop their staff skills, however this doesn't relate to a development path."
9752,4.0,Fast moving and smart company Very good products Good culture very good salary and incentives
9753,4.0,Terrific products to sell. Good overall vision for future growth. Exciting industry and leaders.
9754,5.0,"Top notch culture, awesome benefits, ability to give back to the community."
9755,4.0,customer focused. Leading technologies. Very good learning curve
9756,5.0,"Great colleagues, and career opportunities."
9757,4.0,You get a lot of training to learn about the latest technology.
9758,4.0,"Great product, great customer loyalty, smart people, good work/life"
9759,4.0,"Good products, innovative, nice work atmos"
9760,4.0,Great atmosphere to work. Good compensation and salaries well paid.
9761,4.0,Competitive compensation package and benefits
9762,3.0,-Competitive salary -Additional benefits available to all employees -7 Days Paid Volunteering
9763,4.0,good experiance for working in salesforce
9764,4.0,Great corporate culture and possibility to do VTO. Everyone wants to help
9765,1.0,Free snacks sn end of quarter celebrations
9766,4.0,explosive stock and high growth company
9767,2.0,"products, job opportunity. Not there long enough to comment"
9768,3.0,at the forefront of new emerging technologies of the IT industry good standard benefits approachable management structure
9769,4.0,"Awesome environment, constant training and professional development, compensation is great"
9770,5.0,"Great teams, lots of energy, innovate products to work on or to develop yourself"
9771,5.0,great career good salaries and benefits
9772,4.0,Leading edge solutions gets you in touch with the latest tech trends.
9773,2.0,"Nice pay, work with some great people."
9774,3.0,High energy environment Very driven and youthful workforce Lots of opportunity for growth
9775,5.0,Really good atmosphere here. People are friendly and helpful. There is constant training which allows you to grow and be better at your job which eventually leads to higher comission and the potential to grow within a company is great.
9776,5.0,"Money, the product, the people"
9777,2.0,-Great Culture -Career Opportunities to move within the company -Very involved in the community
9778,2.0,Good branded company. good milestone in a carreer.
9779,4.0,A great culture and good compensation
9780,3.0,Amazing place to work. Friendly atmosphere.
9781,4.0,Give back to the community Supportive for career development
9782,4.0,Great culture for those who can keep up
9783,3.0,great to grow along with the company because its a start up
9784,4.0,"Great culture, offices, interesting product"
9785,4.0,Great place to work here
9786,4.0,Great ohana and support in office and on team
9787,4.0,Lots of opportunities and good culture
9788,4.0,Great culture- the people are really the best part of the company Great product
9789,4.0,"enjoy going to work monday, support work from home"
9790,4.0,"salary foods, no extra bonus"
9791,4.0,Many good leaders in organisation.
9792,5.0,"Excellent work environment Transparent processes Everyday is an opportunity to learn, grow and improve"
9793,5.0,"1. Best Package Ever = Better Quality of Life 2. Exposure to New Markets, Market Analysis 3. Great working Environment 4. Made Friends for Life."
9794,2.0,Salary Benifits/perks Awesome product Cloud DNA Training
9795,4.0,Never a dull day Pushes you to do your best Dynamic and everychanging corporate culture
9796,5.0,Great Company and Product but there is a lot of politics
9797,3.0,Lots of nice people that work there.
9798,4.0,"Great culture, great career progression opitons Great company to work for"
9799,2.0,"good salary, benefits, international environment"
9800,2.0,"Benefits , Giving back to the community"
9801,3.0,"Best of my knowledge and brief,"
9802,3.0,"Great product, training, culture & perks"
9803,4.0,"Good benefits, potentially good pay, good people"
9804,3.0,To be a part of changing the software industry
9805,4.0,Great culture- the people are really the best part of the company Great product
9806,4.0,a lot of resources to support account execs.
9807,4.0,great products and great training
9808,3.0,Freedom: ability to craft your job VTO
9809,4.0,"High level of responsibility, great colleagues, interesting projects"
9810,4.0,"learn a lot ,learn to cold call"
9811,3.0,Engaging work for the teams Pay and benefits
9812,4.0,good salary good atmosphere good tools to work nice product to sell
9813,3.0,Special culture and things get done at amazing speed.
9814,4.0,Great workplace; Good compensation and employee care.
9815,4.0,Good company; smart people; smart marketers;
9816,4.0,"Vision, pace of innovation, foundation"
9817,5.0,The level of internal transparency is amazing.
9818,3.0,Nice people Good pay compared to other companies
9819,5.0,Get lots of exposure at work. Pushed to work and you have to finish your work on time. The scrum meeting is really helpful in gettng things done.
9820,5.0,"Flexibility in how I do my job, while keeping me accountable for end results. Support (real and active) of volunteering in my community."
9821,5.0,"Great leadership, no fear of changes in constant motion, friendly and professional colleagues"
9822,5.0,"flexible, pretty good pay, philanthropic ethos"
9823,5.0,"Very supportive company culture, full of young talented individuals; company's innovative nature is second to none; growth of the company is second to none; management is extremely supportive; career advise is available at any time; great compensation and bonus, plus long-term incentive plans; health benefits is the best I've heard of and company doesn't charge you for it; company also offers superb training allowances and inhouse trainings throughout the year; taking time off is easy and there's good work-life balance;"
9824,4.0,Great compensation and the top performers are among the best sales people I've ever worked with in my Career
9825,2.0,-Good pay for the position. -Clear career path from day one (maybe to a fault) - Fun people to work with. - Great product
9826,4.0,great culture great passion great leadership
9827,4.0,-Excellent Sales Experience -High level Co-worker -Good Compensation
9828,1.0,"Free breakfasts, drinks, coffee all day long"
9829,3.0,Work life balance is good
9830,3.0,they provide staff with good benefits and perks
9831,4.0,Career progression and salary are very motivating
9832,4.0,"super culture, good top talented people, super onboarding training bootcamp"
9833,4.0,"The Company is a awesome place to work, benefits excellent."
9834,4.0,A great sense of team
9835,4.0,flexibility in working hours & great culture
9836,4.0,team work- good atmosphere in the office
9837,4.0,"Great office, employee benefits and flexible working hours"
9838,4.0,Free food freedom to choose what you want to work
9839,3.0,"nice culture,nice benfits, worklife balance"
9840,3.0,Good management system and best salary
9841,4.0,"good benefits, culture, learning potential, growth potential"
9842,4.0,Graduates will love going to sales org
9843,4.0,Good team Able to ask questions to everyone
9844,4.0,"Great product, great company culture"
9845,2.0,very smart people and decent compensation
9846,4.0,good company so far. hard to say
9847,4.0,- competitive compensation - smart co-workers - great perks
9848,4.0,Relaxed atmosphere. Good growth opportunities
9849,4.0,Good people working there in the place
9850,4.0,Correct pay and colegial atmosphere.
9851,4.0,Great perks and benefits for employees
9852,4.0,Certain roles have an excellent salary
9853,4.0,"great atmosphere, innovation, incentives, go to market strategy"
9854,4.0,great culture great passion great leadership
9855,4.0,Good opportunities to grow into Sales
9856,4.0,Good salary Best employer Good work/life balance
9857,4.0,"Great staff benefits, great environment and smart colleagues!"
9858,4.0,"Good perks, solid process, nice brand recognition..."
9859,4.0,Great place to work
9860,4.0,"Great Team, Leadership to cash, Fast driving"
9861,4.0,"Fantastic benefits, great product. Recommend."
9862,3.0,Collaborative and good work environment. Nice team feeling.
9863,4.0,"Fast career development, continuous training."
9864,4.0,"Invested career development, creativity, ability to move around"
9865,4.0,"Great people, friendly and welcoming culture"
9866,4.0,Great company to work for. Great culture and reputation.
9867,3.0,"The product is awesome and the culture was fun! Good for getting software sales experience and great for your resume when you interview for jobs. Competing with smart people was challenging and kept me on my toes. I enjoyed working there because I never expected to stay past the 2 year mark. I knew what I wanted going in and was happy with what I got out of it. I learned about the software business, people, politics, how to play the game, and big company culture. Best of all I learned about myself and what I liked and didn't like in a future job. It was an overall great experience for me and helped me to land an amazing job after wards."
9868,4.0,"Fast pace of innovation, great opportunity to engage with customers and partners, challenging work responsibilities."
9869,4.0,"salesforce.com as a company is awesome. I love what they do for the community, I love the product. I get excited with the new release and features that come with it. I like working with the young people who are also excited. There are a lot of perks - great location, the ability to work from anywhere, snacks in the office, foozball and video games in the break room."
9870,4.0,- Co-workers are pleasant to work with in general - Pretty good compensation package - Excellent location - nice office
9871,2.0,- Salesforce delivers a great service and customers love it - The Salesforce.com brand name is very recognizable almost anywhere - The brand/experience will help for future jobs outside of Salesforce - High sense of charitable giving
9872,4.0,- Best B2B sales organisation in the world - Results oriented culture
9873,3.0,"If you want to find a market lead and good place for interesting work, this might be a right place for you to try."
9874,4.0,Salesforce.com is clearly a market leader that puts customer success first. It is great to work for a company that is admired and known for putting out a quality product.
9875,5.0,"SaaS is here to stay and salesforce.com has paved the way. I constantly meet people and companies that use salesforce.com and tell me they ""Love"" it. It is a great product and provides innovations to customers."
9876,2.0,you'll learn great skills you'll be pushed by your coworkers to excel you will have opportunities to develop *yourself* (nobody will work to develop you) you'll have great opportunities open to you upon leaving
9877,4.0,Salesforce.com is an excellent place to work. I would recommend it highly to anyone that wants to take there career to the next level.
9878,4.0,Good company; smart people; smart marketers;
9879,3.0,Fast paced innovative environment - constant opportunity to challenge yourself.
9880,3.0,Unlimited upside and great team culture. The technology is world class but it doesn't sell itself. If you ask for help - it's there in spades
9881,2.0,The CEO is constantly promoting the company so good or bad it is high profile and always in the press.
9882,4.0,Remuneration Work Hard -Play Hard Attitude Forward Thinking Company You can learn a great deal here.
9883,4.0,great technology smart people strong collaborative culture
9884,2.0,"Great Technology Great Product Cloud Computing the future Good Training Nice offices and facilities When a demo is given, the customer is blown away"
9885,4.0,Good training smart colleagues in r&d good pay and benefits fun coworkers good networking opportunities location in downtown san francisco young employees management is open to listening to criticism
9886,2.0,Perks- high pay for a simple job Recognition- one of the most recognized companies in the Bay Area and work experience at salesforce opens the door for many other companies Happy Hour- this company likes to party Overall financial and successful company
9887,3.0,- flexibility to work from home - Product always getting better - Fast pace and dynamic - Good options to move elsewhere in the company
9888,4.0,"Great Benefits Flexibility with working remote or in various locations throughout the US Opportunities to work in other countries Opportunity to learn about a lot of emerging technologies if you are interested Very smart, motivated people"
9889,4.0,It's a very fast paced place . Gives you very high visibility which can be good or bad . Sales Engineering always works remotely and it provides flexibility in planning . Compensation is pretty competitive .
9890,3.0,"The company has great vision of being top cloud computing player in biz apps market. They have great crm product, though others are catching up quickly, and also a great cloud platform which would be great if they packaged it properly. Also, benefits/compensation is overall pretty competetitive."
9891,3.0,- Good benefits - Cutting edge technologies - Fast growing company - Brand new in CRM - OK pay - Plenty of work
9892,5.0,"Leading the change to a different business model in IT and believing in it, that creates an athmosphere of commitment and satisfaction. Very fair compensation and internal promotions into the organization. Great leadership and support from management"
9893,4.0,Excellent product and vision. Exciting industry leader.
9894,2.0,Great product which is superior to competitors. Competitive salary and bonus structure. Good benefits including paid gym membership and matching donations.
9895,3.0,- leading the industry - location - compensation - strong ceo
9896,4.0,"- Industry leading product - Given the opportunity to prove yourself - The chance to work with some clever, savvy people"
9897,5.0,Culture is fantastic and work/life balance is the best. Would recommend it to anyone who is lucky enough to get offered a job there.
9898,5.0,Excellent vision. The company executes very well on what it wants to be int eh marketplace. We treat our customers very well and the solutions that we offer work the way we say. You can always be proud of a sale. Lots of education and resources.
9899,4.0,"Good salary, good team, very exciting product and platform to work with. Company is cutting edge and progressive (in technical terms rather than corporate terms). Possible to advance on merit"
9900,3.0,"cutting edge in the industry, solid, no lay-offs"
9901,2.0,Fastest growing technology company in the world
9902,2.0,Easy to get a job
9903,5.0,The product the product and the product. It has attracted the most talented single group I've ever worked with
9904,5.0,"The product is superb, the management are switched on and this is a company that really feels like its going places."
9905,5.0,Some of the cleverest people in the industry work at salesforce.com. It's very refreshing to be able to learn constantly from my peers and my VP. I feel challenged ever day and I learn something new every day. My time at salesforce will set me up for success in whatever I choose to do in the future. The tribal IQ at salesforce.com makes everyone step it up several levels!
9906,5.0,"Salesforce.com is an amazing company with massive potential in the CRM market, and endless possibilities to succeed in the platform market. Not only is salesforce.com one of the fastest growing and exciting companies to work for, it is also an excellent employer with a superb culture. It's charitable efforts via the salesforce.com/foundation give all employees the opportunity to give something meaningful back to the communities within which they work. There is honestly nowhere I'd rather be working than salesforce.com."
9907,5.0,"There are very few companies where you have a real opportunity to change the world, to work with some of the smartest and most dedicated people on the planet, and where your customers will be proud of you, clap you on the back, and tell everyone they know to use your product - salesforce.com is one of them. Rarely does a week go by when I am not astonished by the quality of the people I work with. The company is relentlessly focused on customer success. This focus is real, and not just a marketing message. The product itself is hands-down the best business application I have ever used. The salesforce.com foundation is just plain cool and makes me proud."
9908,5.0,"market leader, cutting edge technology, company's doing great, hip"
9909,5.0,Leader in SaaS space. Open communication. LOTS of room for advancement. Best paying sales job I've had.
9910,4.0,"Everyone's ideas are listened to and if they work, will be adopted. The opportunity to work with charitable organisations as part of your responsibilities. Nice to give something back!"
9911,4.0,"The company is taking off. Great product. Also, the philanthropic model makes me feel good about where I work."
9912,4.0,"Great product, happy customers, awesome culture."
9913,4.0,Great technology. Great Customers. Strong Benefits. Long term vision is compelling.
9914,5.0,"Salary, benefits, perks all top notch. Every opportunity for growth that I could imagine is given. Our leadership really cares; it's not just a tagline at Salesforce, and I mean 'cares' in the broadest sense of the word. Marc's leadership on organizing against the various discriminatory legislation in the US is a great external example. Know that this extends to our internal structure as well and is the bedrock of our corporate culture. I'm gushing, I know, but it's truly how I feel."
9915,4.0,Fast growing company that invests in its products while focusing on customer success. Fast pace keeps you focused on driving towards company initiatives.
9916,5.0,The company values their customers and employees. The solutions are innovative and the company culture is addictive. You're encouraged to grow and be better every day.
9917,4.0,"So far, the company appears to walk the walk around topics of culture and diversity. 7 days of time off to volunteer! Exceptional snacks. Top notch planned/managed on boarding plan that involves periodic automated emails paced to when you need the information. The company lives and dies using its own product as the backbone of collaboration ... and it works very well! Appears to be very supportive of both windows and mac environments and has a top notch IT environment. Has a strong internal culture of supporting people that consider changing jobs."
9918,5.0,* Market leader in enterprise cloud computing with accelerating momentum * You'll learn a lot of best practices in software development * Great company culture with top-down alignment through V2MOM process * Awesome philanthropical vision with 1-1-1 model and so many volunteering opportunities not to mention the $5000 annual foundation match * Company has made great strides in gender equality and providing opportunities for women in leadership and taken a strong stance against LGBT discrimination
9919,5.0,"work/life balance, great support, flexible hours"
9920,5.0,Culture / Growth / Innovation / Products / Leadership
9921,5.0,Salesforce hires the best and brightest in terms of employee talent and that just makes the overall experience wonderful.
9922,4.0,- great place to work - fast pace - 1-1-1 is a great way to give back to the community
9923,2.0,Marc Benioff is an envisionary leader. The innovation that he inspires as well as his passion to build a company that embraces equality and diversity makes for a compelling set of reasons to be part of this great company.
9924,5.0,Friendly coworkers. Healthy work environment. Very enjoyable place to work. Management is supportive of employees and always tries to help employees grow their career.
9925,4.0,"Incredible CEO with compassion, vision, and true to his values"
9926,4.0,"Good company to work for, smart people who are held accountable for their work at all times"
9927,4.0,"Excellent professional and personal development opportunities. I came from a relatively old school company, and Salesforce was the ultimate sales bootcamp. I was extremely marketable leaving SFDC, and look back on my two years fondly."
9928,5.0,"***FOR SALESFORCE.ORG*** -Start-up culture with big company benefits -7 days of paid volunteer time off -enthralled in a work environment that is committed to giving back to better the communities we live/work in -love my co-workers and colleagues: I work with smart, passionate, ambitious, hard working and fun people -working from home is an option a few days a month -travel with my executive -PuppyForce! -free snacks and coffee drinks -beautiful new buildings to work in"
9929,5.0,"Very positive company, focus on work life balance, good benefits, great people that like to work at salesforce"
9930,3.0,Great company culture and exciting company to work for.
9931,4.0,"Perks, Work life balance, Recognition and Challenges."
9932,4.0,Great company culture as Salesforce.
9933,5.0,"Amazing company, leadership, values, innovative. Best career move!! Highly recommend a career at Salesforce"
9934,5.0,One of the best companies I have worked for
9935,5.0,It is one of the best companies to work for with great work-life balance.
9936,5.0,"Great People, Great Benefits, Easy Job!"
9937,5.0,Fun environment Inclusive Good Benefits
9938,5.0,Great benefits and even better work culture
9939,5.0,"Excellent pay, amazing benefits, appreciative and communicative management"
9940,5.0,"Smart people, great work life balance, great benefits, engaging work"
9941,5.0,"Culture, challenging problems, teamwork mentality"
9942,5.0,"Good company , great environment , open to new ideas"
9943,5.0,"Amazing career opportunities, great culture and people. Feel very well compensated to live a great life in San Francisco which is an expensive city. Highly recommend."
9944,5.0,"Trusted to get things done, Resources to achieve goals, Snacks are rad, Great company values, #Ohana, encouraged to give back, Comp plans are great, starting a mindfulness kick."
9945,4.0,Great Product to use. I had to relocate
9946,4.0,Good place to work on balance
9947,5.0,Progressive company. Customer focused. Great culture.
9948,5.0,Fun company to work for. Fun culture. Many perks
9949,3.0,- Great place to learn about sales/go-to-market strategy by watching others - Salesforce emphasizes sales and growth across the company which makes this position (as one tightly aligned with the sales team) one with significant view across functions - Strong company brand name - Great company-wide culture of giving through Salesforce Foundation and CEO's lead - Good average quality of coworkers on team
9950,5.0,"Everything you hear about the company is true. The culture, the technology, and the people are the second to none. Everyday I come to work I am inspired and supported in ways that I never was at previous software companies. Our dedication to Giving Back (1-1-1 model) and wellness truly are unique."
9951,5.0,"Smart people, interesting projects. Flexible work environment Good culture. Team bonding is really good, many people are easy to work with and communicate with."
9952,5.0,"Amazing company to work for - fast paced, innovative, very focused on customer success & happy employees"
9953,5.0,+work/life balance +amazing company events that employees can attend (dreamforce etc) +1-1-1 model is real; we attend at least quarterly team volunteering events and there are constantly opportunities to give back +lots of opportunities to move around within accounting and other groups within the company (I've been in 3 different roles in my three years here) +great leadership +many opportunities to enhance processes and learn +cafe with great coffee/baristas
9954,5.0,"Great company. Great products. Happy customers. Amazing culture. I was proud to be a Salesforce employee, and would absolutely work their again."
9955,5.0,smart people to work with growth with bright future fast-pacing environment
9956,5.0,"The culture here is fantastic, I'm actually excited to go to work every morning. My coworkers never cease to impress me, and that's not limited to my engineering cohorts, technical and non-technical people across the company are phenomenal at their jobs. The benefits are excellent, ranging from your fairly typical health insurance and stock options to free catered meals, train passes, and a sizeable monthly housing stipend for living within 3 miles of the main office in Palo Alto. On top of that, the company listens to it's employees and acquires things people want. For example, recent acquisitions included a foosball table and a new cold brew kegerator."
9957,4.0,Great place and high energy and innovative products
9958,5.0,"- culture is strong, positive and very employee centric - pay is very good and competitive to the market - our company give you SEVEN (7) days VTO, volunteering time off and encourages us to use them - tons of visibility, and you have access to lots of information"
9959,5.0,"Culture is great, work opportunities are everywhere and the opportunity to make impact are limited by your capabilities. Company is focused, driving the entire business segment forward, and the leadership has great vision and are maniacally focused on execution."
9960,5.0,Innovative and dynamic company Good People Company cares about employees
9961,4.0,"While Salesforce is a large company, there is a real focus on its people and the community at large. Opportunities to learn and grow abound and the career mobility around the company is high. Salesforce also offers its employees paid volunteer time off (VTO) every year which allows us to give back to our communities."
9962,5.0,I have never worked at a company where everyone truly bought into the team concept until coming to Salesforce. I truly feel my managers have my back and the team around me is focused on the same goals. The technology is amazing and the company is laser focused on our customers' success!
9963,5.0,"Excellent culture and great growth. Great recognition, but you need to figure out your own career path."
9964,3.0,"Great Pay, Great Core Values"
9965,5.0,Very helpful and the training was awesome.
9966,5.0,Mark B - this man gets it. I love working in a company where someone at his level is not just focused on his company bottom line but he can see how important people and culture are to build a good company. The ability to volunteer and help my community and those in need is a big deal and is well encouraged.
9967,3.0,Smart people and big challenging problems to solve in engineering. People are allowed to be innovative and take chances. Focus on giving back (1:1:1) is pervasive throughout the company.
9968,5.0,"Volunteerism, flexible hours, work from home, excellent management, great benefits, competitive salary, innovative company, great client base, prioritize client needs and employee needs, amazing coworkers"
9969,5.0,There's a reason why this company continues to make Forbes Top 50 Companies to work for. Very driven workplace & a wonderful atmosphere
9970,4.0,The culture is fantastic. The training is also really structured and sets you up for success. There is an emphasis on growth and improvement so always opportunities to learn more.
9971,4.0,"Awesome perks, great people, good training, successful company."
9972,4.0,"Free snacks, great benefits, flexible PTO, ability to work from home, quarterly bonuses, laid back culture, plenty of opportunity to grow within organization."
9973,5.0,"Great company culture, products, and family. Amazing conversations with customers on how to transform their business. Culture of teamwork, change the world attitude. Lots to do but everyone pulls together to make it happen. Dreamforce is a game changer. We run the company from our products. Gives pace and transparency. Love it here. Best job in my career."
9974,5.0,"Ideas are not only encouraged, you are allowed to execute against those ideas with the agility of a small company."
9975,5.0,"Most innovative, great people and culture"
9976,5.0,"SF has exceeded my best expectations, even after having worked with Salesforce team members for awhile as a customer. Now that I am onboard, I cannot believe how energizing the culture is. Marc has vision! Giving each employee 7 paid days to volunteer for their favorite non-profit is putting their money where their mouth is when it comes to 'giving back.' This changes the work place perspective completely!"
9977,5.0,Culture is great and the products are terrific. Customers trust Salesforce and are very receptive to working together with the company.
9978,5.0,Very clear management vision. Innovative. Fast-paced. Lots of positive energy. There's a culture of empowerment that enables you to move your career forward.
9979,5.0,"Dynamic, ever changing company that is focused on customer success and growth. Culture of transparency and collaboration. 1/1/1 model Paid Parental Leave Great career opportunities regardless of location"
9980,5.0,This company provides me the independence to contribute all of my talents and abilities. I love that they encourage us to give back to our communities and they are taking a leadership on important issues around equal pay and not allowing discrimination of their workers through regional legislation. The first year.. I didn't get why we had to transform the company - I thought it was the coolest company but now I get it. Transformation keeps the company healthy and growing!
9981,5.0,"-Great work/life balance -Well qualified management with relevant experience/education in their fields who will support staff and give them ample opportunity to prove themselves. -Collaborative culture. Positive team environment in which it feels like everybody is pulling for each other and on the same team. -Incredibly intelligent workforce: Salesforce is able to use its strong brandname to hire only the top talent and as a result has an environment where you are constantly challenged and learning, which continuously develops your own skill set. (Less than 1% of applicants receive employment offers)"
9982,5.0,"Culture, benefits, work, volunteerism, caring, inclusive, fast, great leadership by example, everyone is extremely bright, helpful and there is an open culture. Easy access to executives and mentors."
9983,4.0,"Regular Tech Perks, ability to work from home as need be, a lot of room for advancement once in the right group"
9984,5.0,"Interesting work, open transparent culture, very friendly helpful people for the most part! Love the philanthropic programs the company has, which is encouraged from CEO down: they provide 6 paid days off to volunteer at a charity; if you use all 6 days, they give $1000 to a charity of your choice; they also match any donations to charities up to $5000 per year. The leaders in my business unit have a really good vision, but could do better to communicate it downward all the way to the ICs."
9985,5.0,The work is exciting. The people are generally friendly and good at their jobs. There are lots of nice perks. The company supports charities and employee volunteerism.
9986,4.0,- Amazing Benefits - I truly enjoy working with everyone I've been working with for the past four years. - 1:1:1 model and getting volunteer time off - Managers always receptive to suggestions on different ways of doing things - Many opportunities to grow
9987,3.0,"The people, the training and the innovative product."
9988,5.0,"Company is still in hyper-growth mode. Still building FIELD sales model, so I see alot of opportunity. Company invests weeks of time and money in on-boarding new employees, including a week-long trip to HQ in San Francisco to get a first-hand look at the culture. Selling a platform now, so sales is still SFA focused, but so much more to offer to customers today."
9989,3.0,"CEO - passionate technology visionary and passionate philanthropist and promoter of social justice. He is the reason this company continues to have the success and brand strength(as a technology company and employer). Despite size and age, the company continues to be an innovative leader with continued growth potential."
9990,4.0,+ Amazing work culture that encourages you have fun on the job + One of the few enterprise companies rapidly modernizing the architecture + Very receptive to employee concerns + Company events throughout the year are mind blowing
