,rating,cons
8998,5.0,- so far no cons found...
8999,5.0,Not found any as yet. It just keeps getting better the longer I am here!
9000,4.0,"The salary and the perks are not as good as other companies such as Facebook, Google, Microsoft"
9001,5.0,"In IT department(operations) the management is ruining the culture and values,Salesforce is a great company hope they hire good management people"
9002,4.0,Work-life balance easily at risk
9003,5.0,Cant think of any. Apart from be prepared to learn
9004,5.0,None that I can think about
9005,5.0,Salesforce does not offer catering. You need to buy or bring your own food. Why? To support shops located near the office.
9006,4.0,Not many options to switch
9007,2.0,Frequent change in leadership Unstable business plans Job Security
9008,5.0,"The benefits , work culture and the Leave policy"
9009,5.0,"It’s a large organisation with many groups - it can be challenging to navigate at times, but what large company isn’t?"
9010,4.0,Less collaboration between teams Few oldies not embracing change Ownership is divided which leads to problems Seat crunch hope it will resolve after new hyd building Night calls and infact very late night calls
9011,3.0,"Bad management, boring work if any, don't recommend if searching for technology related job"
9012,5.0,Nothing worth mentioning . .
9013,5.0,Always in accelerating mode. You need to deliver and perform
9014,1.0,"I was debating whether to post this because I know it won't make a difference. But in the end, I decide to post this because I feel the need to share what we went through. Last month, Salesforce laid off a good number of customer success group members, including myself. I don't know the exact % or number, but it is not a small percentage. People will likely think I am negative toward the company because I got layoff. And you are right, who wouldn't be. Over the years, I truly believe in Salesforce and put lots of heart and soul into the company. This sudden layout is not fun and now gave me lots of uncertainty about my career and how do I support my family going forward. Salesforce talked a lot about Trust and Ohana, but this move killed both ideas for me. Where is the Trust when Salesforce let us go when the company is doing well and continue to hire many other roles. Where is the Ohana when Salesforce management cares purely about the books than the well being of the employee. Salesforce will say they are assisting those of us impacted to find another role internally. But the reality is there is little help, we are on our own to find a new position. There are some great people internally trying to help, but they are doing it on their own and not because Salesforce management asked them to. Many other hiring managers wouldn't even give us the chance or response to us. I do not blame other Salesforce Ohana not sensitive to what happened to us, it didn't happen to them, so they do not feel our pain. The bottom line is Salesforce put the books over employees which is the opposite of everything Salesforce stand for and claim to be.."
9015,4.0,"promotion is difficult, must make your own efforts to define yourself and brand which is difficult in such a large company."
9016,4.0,Work was not that great in my team. Stack was very old.
9017,5.0,"Since its been only a month, so no cons as of now🤪"
9018,5.0,process and rules that you can experience in any company of this size
9019,5.0,So much to take on board - but not a bad thing
9020,4.0,"- A lot of micromanagement from Indian Managers. - I believe Ohana Culture is a beautiful thing, but certain Indian Managers using it wrongly to force their management believes on the employ. - Lately Hiring substandard folks from MRC's have lead to toxicity in culture in terms of politics."
9021,4.0,-Lower salary than competition -Constant organisational changes
9022,5.0,can't think of anything now
9023,5.0,Nothing really. Unless you count not having enough office space due to expansion.
9024,5.0,"The company certainly isn't perfect, it's a rapid growth company and we move very fast. What's been different about Salesforce however is they listen to issues and will discuss openly and be very transparent around challenges."
9025,5.0,Nothing to say at all here
9026,5.0,HUGE! Sometimes too big.
9027,3.0,"- Mid-Management have prominently been promoted through the business from the Dublin SMB hub, and therefore lack basic management skills, and typically are more concerned about managing up and their careers over yours. - Very little internal personal or professional development. - Each Sales team does their own things (Forecasts/meetings, etc), with very little synergy or combined learning. Which has fostered a very ugly competitive and back-handed culture - with lack of trust a core problem throughout the UK, especially when dealing with US colleagues. - Lots of very talented people, from all aspects, Marketing, Product, and Sales have left the business, with their replacements (typically Graduates) lacking the basic skills."
9028,5.0,None as of now none that is not there anywhere else
9029,4.0,workload can sometimes be challenging to balance
9030,4.0,Everything looks perfect for me.
9031,5.0,manager s from service based companies chnaging work culture
9032,5.0,Can be very political. High level of competition.
9033,5.0,"currently not available, to be done"
9034,5.0,Office in Dublin is outside the centre!
9035,5.0,Long working hours Unrealistic sales quotas
9036,4.0,"some of the mgmt does not fit into the company's culture and value, no proper coaching and pressing only for numbers instead, pity..."
9037,5.0,None that would be worth mentioning.
9038,3.0,Typically deployed on your own. No structured support from within Salesforce to help you. Customers have easier time getting support than you do.
9039,5.0,Growing really fast and sometimes lose focus
9040,5.0,None that would be worth mentioning.
9041,5.0,Location is not handy but I gladly do up to 3hrs hours of commute per day just to work there.
9042,1.0,"-You basically can’t trust people in your own team cause they will find the way to steal your accounts and opportunities. -People are selfish and self-focused, they won’t help you unless they will get something in return. -If you are an Account Executive and you want to spend time with an SDR, you will be judged cause they hate each other (worse than a kindergarten). -No balance at all between work life and private life: you are asked to work at weekends, work at night after entire days in the office, work during bank holidays (well, bank holidays are not allowed). Allowed to take days off only in August and February. In some teams like mine you can’t even work from home. -You have to travel abroad 3/4 times per month and they want you to take flights at dawn or at night cause “you can’t lose working hours”. -One of the best values is volunteering - guess what? Underestimated and not taken for real in my team. -Managers only care about numbers, you are not a person at all. -People underestimate people working in other companies cause they feel they are the best but they are so poor and sad inside. -If people leave cause they feel bad, the other “teammates” and managers will make fun of them. -Micromanagement: your manager will expect to be cc’d in every single email you send to your customers."
9043,5.0,Long working hours Unrealistic sales quotas
9044,5.0,None as of now none that is not there anywhere else
9045,5.0,"It's a fast moving company so be prepared for change, which also brings lots of new opportunities"
9046,5.0,Not much to add here
9047,3.0,Political hurdles hinder upward mobility within the company.
9048,5.0,HUGE! Sometimes too big.
9049,5.0,Haven't experienced any cons with this company
9050,4.0,"- At times, the managers could be a little bit micro managing the work done - A few too many documents to be filled on a regular basis"
9051,5.0,I have nothing I would change currently
9052,3.0,Very less team in Hyderabad working on good stuff. Relocation to US is very difficult.
9053,4.0,Unclear career progression for roles outside of Sales
9054,3.0,"no worklife balance, hours busy"
9055,5.0,none that I can think of
9056,5.0,Pace and work load is like no other place I’ve experienced.
9057,5.0,Nothing really. Unless you count not having enough office space due to expansion.
9058,5.0,"Growth is enormous (because we've been very successful for many years) so the office space is quite squeezed. As with all successful corporations, meeting rooms are at a premium and difficult to get."
9059,2.0,"Managers are horrible coaches, when you don't do well they basically push you out instead out training or coaching"
9060,2.0,"Micromanagement: We have WEEKLY targets which fist of all requires Sales reps to justify themselves every week and exerts unnecessary pressure to close deals to unrealistic timelines which is damaging the client relationship. This also leads to non-stop pressure on a weekly basis which leaves no time to regenerate after a stressful month-end. While we are free to structure our days as we wish there are countless data points collected in the CRM which is used as a tool by management to exert additional pressure. Management style: We are not treated like professionals but more like interns who are here to learn and need to proof we are worthy of doing the job we are hired for. There is nothing more important than closing as many deals as possible as quickly as possible. Based on this all decisions are made disregarding the client relationship, the professional opinion of the sales rep or the health and the wellbeing of the rep. Unrealistic goals: Quotas are set unrealistically and only a handful of people are going to make their targets this year. On a bad month you go home with 2000 Euro which does not leave you much to live with an average room rent of 1200 Euro. Two of the teammates even live in camper vans."
9061,4.0,They rely way too much on the excellent culture the company has and sometimes take for granted the economical compensation.
9062,5.0,"Pace of business, fast growing company demands the best of yourself"
9063,5.0,"Salesforce is an amazing organisation, but it's definitely not for everyone. If you're someone who likes structure and a steady tempo, this probably isn't an ideal place for you."
9064,5.0,- Too much Ohana culture (tired of changing the world).
9065,4.0,Exposure to other Technologies is poor
9066,5.0,nothing specific to mention for now
9067,5.0,Dublin :) its not easy to live there
9068,4.0,Employs over 40k people worldwide so there is always room for all kinds of people
9069,4.0,"Slow progress in terms of work (due to good work-life balance) as people take things slowly, Exaggerated portrayal of trust as a core value"
9070,4.0,As someone in a services role we are often second fiddle to the people selling software
9071,5.0,No commission No in-office barista Office location
9072,5.0,Internal politics and not the best HR department
9073,5.0,You are expected to perform and be available
9074,4.0,- Could be greater transparency
9075,5.0,You will learn less due to the low stress
9076,5.0,"No organized lunch, No Work life Balance"
9077,4.0,Sometimes difficult to keep up with the tasks
9078,5.0,None as of now. Only 6 months older.
9079,5.0,Need to adopt more professional practices in lot of areas like a large enterprise organization
9080,5.0,"- Career progression is very competitive, but this is the downside of working with the best ;)"
9081,4.0,things move very quickly which is exciting but can be daunting
9082,5.0,the amount of work assigned will give less free time during working hours
9083,5.0,work load becomes heavy at times.
9084,5.0,None none none none none
9085,5.0,None to be given at this time
9086,5.0,There arent many to be honest. Great company overall
9087,5.0,Can be a little overwhelming sometimes with all that is going on. If you don't thrive in a fast pace environment Marketing at Salesforce is probably not for you:-)
9088,5.0,"Big corporation: You need to pay a lot of attention to the metrics, you cant really change things, your territory can affect your result quite a lot (but to be fair they are trying to be fair about it), extremely difficult to hit OTE in the first years, not much support or marketing materials for non-US small business sales"
9089,4.0,requires a ton of autonomy.
9090,4.0,"Salesforce is operating a massive change in its growth rate where, now, growth is more coming from external acquisitions than from its core business"
9091,5.0,Flat Learning curve after 6 months in the role
9092,5.0,No cons i have found
9093,5.0,"There are none, Salesforce is great"
9094,5.0,Opportunity value expectations vs. reality is quite far apart in mid market.
9095,4.0,- Org changes happen too often
9096,5.0,Not an engineering-focussed organisation. Minimal data-driven decision making.
9097,5.0,Nothing so far. Will update if something in the future
9098,5.0,The product suite is vast and hard to get your head around at first
9099,5.0,-can not think of any
9100,5.0,Winners Never Cheat It's always depending on yourself
9101,5.0,Little hard to move up the ranks
9102,5.0,I have not experienced a single con in 18 months.
9103,4.0,Promotion opportunities are not very transparent.
9104,4.0,All good nothing to say about this
9105,4.0,No cons except Covid freeze impacting promotions
9106,5.0,"Constant change, Turf Wars, Role Duplication"
9107,5.0,I have not found one yet
9108,5.0,"Although there is support from leadership, it can be challenging to manage the work/ life balance."
9109,4.0,doesn't care about hard work. They want only visibility.
9110,5.0,Complex sales process that requires many levels of management involvement
9111,3.0,not very cooperative at times
9112,5.0,Nothing comes to mind at present.
9113,5.0,"Joining during lockdown has been tough. No f2f meetings at all. I haven't met any of my colleagues yet, so there is a huge reliance on virtual technologies."
9114,5.0,Nothing bad to say here.
9115,5.0,Nothing as of now Which is out of order
9116,5.0,"- Conflict in office politic, but able to manage it"
9117,3.0,Not much training and not a challenging role
9118,5.0,Marketing team doesn't have much growth in the UK and the promotion process is extremely flawed
9119,5.0,Should improve on the stock grant to the employees.
9120,5.0,As a consultant there is lots of travel but that is the job (customer facing time is more than half of your week on most weeks). Limited opportunities in the london office for junior talent (internships/graduate schemes/out of university jobs)
9121,5.0,No cons I can think of
9122,5.0,No Cons for now :)
9123,4.0,Cult like idolisation of CEO/Founder
9124,4.0,"The company has made progress to make promotion and internal development opportunity more transparent, but it's still a political process/"
9125,3.0,Don't expect the Salary if you got promotion. it doesn't change much.
9126,5.0,None that is worth mentioning
9127,5.0,"Stressful, Target-oriented, Bad Location, Slow career progression"
9128,5.0,None coming to mind at present.
9129,4.0,"Workload, targets, support.,7 thats it"
9130,4.0,There is no reason you shouldn’t join
9131,5.0,"slow career progression, promotions not decided in a fair and transparent way"
9132,5.0,working in a cubical is not ideal with lots of phone calls
9133,5.0,"more delegation, more visibility, decesion making"
9134,5.0,"Volatile work burden, stressful at times"
9135,5.0,"To be honest with you, today is my 6th month at salesforce and i didn't see any inconvenience"
9136,4.0,Nothing to share all are good
9137,4.0,"Revenue first company. More and more management talk a great game but their actions clearly show that people are a very distant second. Bias towards ""kingdom building"" in certain aspects of the business. Poor opportunities to progress."
9138,5.0,in some way is an enormous start-up & the Pressure
9139,5.0,"A lot of change might not suit everyone Even though still a bit of startup vibe, becoming more corporate"
9140,5.0,"Being a Success Engineer is not for everyone, mainly support role and specialized within Salesforce"
9141,5.0,- micromanagement - big company
9142,5.0,The work is challenging and requires regular updates on skills and process.
9143,4.0,Not a great work/life balance
9144,5.0,Nothing really. It’s perfect combination of things
9145,5.0,Promotion cycle is very very slow
9146,5.0,"Some slowness & org redundancies (big company, many resources to align)"
9147,5.0,Sales strategy is outdated and would be modernized
9148,5.0,"Nothing as such , so nice so far"
9149,5.0,"Nothing especially, but a little too much sales persons in commercial sales team"
9150,5.0,nothing visible as of now
9151,5.0,"Nothing at the moment, it has been a great experience overall"
9152,5.0,We can try reducing number of meetings
9153,4.0,"long, long, long, long hours"
9154,5.0,"There are so many people and products, and the requirements are so high that it is easy to feel stressed"
9155,5.0,nothing i can think of
9156,5.0,"Less challenging work, Process Oriented"
9157,5.0,not many opportunities unless you want to pursue a sales career
9158,5.0,competitive + individualistic + fake caring culture
9159,4.0,Much more conservative in business decision making internally than you would think. Middle management is of patchy quality due to lack of structured career paths and leadership development Think.
9160,5.0,Sometimes acquisition growth can be overwhelming.
9161,5.0,hard to get bonuses regularly - quotas are hard to get
9162,5.0,No such con at the time
9163,5.0,I struggle to find any
9164,5.0,"That's still one of the biggest enterprises in the world, so it's not always fun with bureaucracy."
9165,5.0,"Slow career progression, no talent development"
9166,5.0,I didn't come across anything so far.
9167,5.0,work / life balance is insane
9168,4.0,Cut throat and very sales driven
9169,4.0,"In Sales, some months are difficult and a bit stressful."
9170,3.0,A lot of politicking. Too much patting on the back.
9171,5.0,Support role is bit challenging and frustrating sometimes
9172,4.0,hard to move up because it's very corporate
9173,4.0,Some team's tech stacks are stuck in the 2000s. Sometimes people do things with inertia and use new tech with old thinking. It can be really frustrating at times.
9174,5.0,"Location of the office it outside of the city centre, but hoping to relocate in the future"
9175,3.0,"micromanagement, lot of pressure, no leadership"
9176,5.0,There are no cons at salesforce
9177,5.0,Not great at communicating big internal changes
9178,5.0,Unclear career path but great focus on career development
9179,5.0,I cant see anything that is advantage of being a salesforce
9180,3.0,Lots of politics and favoritism in play to get promoted. Managers tend to favor and promote people they have personally hired and managed before.
9181,5.0,Constant change and rapid growth makes it challenging to keep up
9182,5.0,"nothing in cons, all the things are very good"
9183,5.0,Currently I didn't find any cons
9184,5.0,Very complicated and takes time to get onboarded
9185,4.0,"- Some of the co-prime sales teams are dominated by white people or those from USA, France or Australia. It does not make sense to do this in the Asia HQ. We need more Asian customer-facing employees who truly understand cultural nuances, local language and way of speaking. - Marketing could be much better when it comes to lead generation and content creation."
9186,1.0,"There is no culture at all. Ohana, VTO, Customer Success... They are just words. In my team, we were obliged to work on bank holidays and not allowed to take the day back off when it was BH in the country we covered. There is no flexibility in WFH. But what's really the worst is the management. In Salesforce there are no leaders, just poor managers. It all works around internal politics and friendships with people crossing borders continuously. Also, those ""managers"" text you after working hours and have no respect of your personal life. There is no interest in who you are as a person or your background, just how much you're closing. It's the least human company in tech I have ever witnessed and keeps losing talent year over year. I had a burnout and had my manager talk poorly and joking about me with team members and peers. Just one last thing, AEs are pushed to always complain about business partners (Solution Engineers, Sales Dev and Customer Success) when they really are the only ones to make the job qualitative and worth it."
9187,4.0,"Goodbye creativity and energy. Hello process, admin, time tracking & checkbox exercises. Remuneration. The share scheme is poor. Don't expect OTE and forget about incentive accelerators. Managers are focused on a different number which determines hires & fires. You will under earn. Moving Salesforce does not look kindly upon or promote geographical movement."
9188,5.0,"Work Volume equals business, and business goes great. We need more interns."
9189,5.0,Getting very big People are now joining to enhance resume vs passion for company/product
9190,4.0,"Very fast work pace, constant change, which doesn’t suit everyone"
9191,4.0,- Lack of transparency at times - Lack of management trust
9192,4.0,did not encounter any as of now
9193,1.0,Disintegrated teams with duplicated efforts
9194,5.0,Lots of org changes each year
9195,5.0,The targets in sales are tough
9196,5.0,Fast company growth through acquisitions is sometimes creating complexity in internal organisation.
9197,5.0,Nothing major that I can think of
9198,4.0,"Management by metrics: The sales org lives on weekly metrics and targets. Its very clinical and dispassionate. Despite the Ohana, it can feel like you're there to make a number, and nothing more."
9199,5.0,"Long hours, very hierarchical, can be political"
9200,5.0,I have nothing to share
9201,4.0,Too many training are required
9202,5.0,Big business and getting harder to navigate. Patch gets significantly smaller every year
9203,5.0,=>Except night shift no cons for me but not an issue.
9204,5.0,"Sometimes hard to bring different teams and capabilities together behind a goal, workload can become overwhelming if not properly managed"
9205,3.0,"High pressure Barely any support, especially during Covid Did not take the targets being harder to achieve into account when Covid started which caused a very stressful atmosphere. People were working harder and getting paid less, without recognition."
9206,5.0,"the company has had a staggering growth and acquired a lot of companies. It's diluting the initial culture of salesforce (people do not know each other anymore, and COVID didn't help)."
9207,5.0,None at the moment of writing.
9208,5.0,"Big machine, tough to challenge."
9209,5.0,Management hiring can be poor `
9210,5.0,not very known in certain niches for Medium sized copanies
9211,4.0,Culture + Values clash and are not aligned.
9212,5.0,"long hours, small team, resource"
9213,5.0,A bit repetitive over time
9214,5.0,Limited Opportunities for Internal Promotions
9215,5.0,pace of work and amount of work
9216,5.0,Startup mindset isn't for everyone
9217,5.0,Nothing really bad about it
9218,5.0,Flexibility to work in different locations
9219,5.0,Very complicated and takes time to get onboarded
9220,5.0,- Fast-paced and stressful at times. Late nights do happen but are usually followed by 'take the afternoon off to make up for it'
9221,5.0,There is no specific con
9222,5.0,It can take a while to climb the ladder
9223,5.0,Line manager was not very helpful.
9224,4.0,"Not much internal opportunities, lots of friendly relationships in teams that lead to promotions"
9225,4.0,Micromanagement. Recent leadership doesn't go to bat for their team. A lot less autonomy than there use to be.
9226,3.0,"Competitive, you feel like an air duct cleaning cold caller."
9227,5.0,Working from home currently can be challenging. Excited for offices to open again.
9228,5.0,"Can't think of any, had a great time there"
9229,5.0,Getting internal aligned might be challenging
9230,5.0,"Nothing worth saying, for me it's perfect place to work"
9231,5.0,i have no cons abouts salesforce
9232,5.0,No cons as such I know.
9233,4.0,"Demanding, Competitive, Subsidiaries not as good as HQ."
9234,4.0,The only con is lower salaries for cost of living.
9235,4.0,Low salary at the beginning but grows eventually as you prove yourself and get promoted
9236,4.0,Getting too complex and matrix
9237,4.0,None right now - has been great so far.
9238,5.0,Info overload. Moves very fast and so difficult to keep up and find people taking responsibility of initiatives above and beyond their job
9239,5.0,Promotion path is not very clear
9240,5.0,Local leadership is not very ohana oriented. Some of the benefits were cutted of due to COVID situation and we never got a replacement.
9241,5.0,salary is a major issue is there
9242,5.0,lots of bds and market saturated
9243,4.0,Sometimes work can be very stagnant
9244,4.0,Workfrom home only in Irland
9245,5.0,None that I can think of
9246,4.0,"You Work Hard , Velocity and Intensity"
9247,5.0,"You have to find your way in the company, it is sometimes not clearly organised. Think of a start-up with 50.000 people :) Salesforce has a perfect on boarding programme and people are willing to help you, but you need to reach out to get that help. So you have to take initiative."
9248,5.0,Need to sometimes deal with legacy code
9249,5.0,It grew from 15K people to 55K in 5 years and is now a gigantic structure. Do not look for startup culture.
9250,1.0,No yearly performance reviews. No yearly salary increase. Change management every year. Toxic environment. Self-centred people. Back-stabbing culture. People higher up take credit for work others have done. Everyone is there for the money and pretend to make the world a better place. If management doesn't like you they'll make sure you won't progress in your career.
9251,4.0,Some team's tech stacks are stuck in the 2000s. Sometimes people do things with inertia and use new tech with old thinking. It can be really frustrating at times.
9252,5.0,"Politics especially at HYD office Many of them are slogging to be the best, people with contacts will always get benefited"
9253,4.0,"Minimal work/life balance, Extensive red tap, Sales culture is in stark contrast to broader company culture"
9254,4.0,It is a very large organization which brings pros & cons :)
9255,5.0,Some teams lack technology inovation
9256,5.0,No cons as such currently
9257,2.0,It depends under which org you are... unfortunately my org sucks including Senior Managements.....All the Senior Management and Mid Management in my org are administrators not leaders........
9258,4.0,i dont have a cons for this job.
9259,4.0,"- Work-life balance is missing, especially now during covid, you will work long days and sometimes also in weekends. Work never ends. - Very performance driven, always high pressure to sell more, a lot of forecasting and at times micro-management. - Management is lacking coaching/people/leadership skills, you are heavily managed on opportunities and numbers, but very little on personal improvement. - Politics are present, as well as ego-centrism within sales & mngmnt. - Achieving your target depends on the distribution of accounts and opportunities, which changes every year. - Very complex internal organisation that can come across as impersonal at times. eg no HR and if you have questions you can only log tickets."
9260,2.0,Not found any but support
9261,5.0,I can't think of any!
9262,5.0,Lots of Work with remote
9263,5.0,Nothing much I found till now.
9264,5.0,Till now didn't found yet
9265,5.0,Large organization and product portfolio is a challenge to navigate
9266,5.0,"Big corporate ladder, difficulty to make things change quickly"
9267,3.0,Pay hardly increased in 2 years
9268,5.0,"Not too many negatives, becoming a big company with all the politics one would expect."
9269,5.0,Nothing as such now. Everything looks positive.
9270,2.0,its okay have to work hard
9271,3.0,Work from home hard to do
9272,5.0,Nothinh I can think of
9273,5.0,"Once you get used to this company, it becomes difficult to work with other companies"
9274,4.0,- high Pressure environment - Work/Life Balance
9275,2.0,I would Rather not say
9276,5.0,*Growing too fast *Sales focus diminishes interest in other areas of the business
9277,4.0,Lack of in country presence for few ASEAN countries
9278,4.0,Progression is everything and there is a slight fake it til you make it culture. I would prefer if humility was rewarded more.
9279,5.0,Only the amount of pressure you will put on yourself to succeed.
9280,5.0,May not get job in other companies with values as of salesforce.
9281,5.0,salesforce is fast growing company so its a bit hectic but still which is not
9282,4.0,High volume of work but varies
9283,5.0,"Difficult to get in the company but once you’re in, you’re good to go."
9284,5.0,None I can think of as if now
9285,4.0,none that I know of
9286,5.0,Time reporting and expense report system
9287,5.0,Yearly leadership changes were frustrating.
9288,5.0,"Fast paced industry, not company specific con. Requires being comfortable with change"
9289,4.0,"To many sales people, not enough growth accounts to match targets"
9290,5.0,it is tiring and forcing job
9291,5.0,"Given the size, too many processes and can be bureaucratic."
9292,4.0,Can be very fast paced for some
9293,4.0,can not think of any
9294,5.0,Remote Work in Dublin doesn't really exist
9295,5.0,Seems to be regularly restructuring which is worrying re. job security.
9296,5.0,yet to explore the cons
9297,5.0,"Dirty politics with 2-3 people on the top making moves as they want. There are scams going in for hiring processes, promotions without eligibility criterias as I heard recently. Big World. Not aware of what is available. easy to get lost while finding information."
9298,5.0,too far away from where i live
9299,5.0,- work (not cutting edge) but where do you get these days - growth
9300,4.0,They promotion is mostly external
9301,5.0,- Hard American culture - Small territories difficult to reach targets
9302,3.0,"work-life-balance, pressure, processes monster, team alignment"
9303,5.0,"nothing in cons, all the things are very good"
9304,5.0,Not much career development you have to be your own boss and carve the path for your next steps
9305,3.0,"- The product itself isn't that interesting - Each team is responsible for their own interview process so some people aren't as professional as others - It feels like team leaders aren't getting enough feedback on actions their making, sometimes a team leader can make a bad move, and it feels like he\she doesn't really care about their employees feedback, I would expect their manager to give them true feedback or simply notice that someone is doing something stupid and should stop them. - Diversity"
9306,3.0,Big companies are not for everyone. Might be challenges to keep up with the corporate “rules”
9307,5.0,Till now didn't found yet
9308,4.0,too complex to natvigate and not enough support
9309,3.0,Ohana? HaHaHa...There is no such a culture
9310,1.0,"No gender equality, hiring women is measured in KPIs and always preferred over men, even taking senior positions at a quicker pace Feedback for improving org is never heard and ignored Employees are just numbers and ACV and they are treated as such"
9311,4.0,Lots of politics Odd promotions Product sophistication
9312,4.0,Not enough pay for designers
9313,4.0,Work life balance Frequency of Promotions
9314,3.0,Too corporate for my own good
9315,4.0,-Lack of progression clarity timelines
9316,4.0,You must have a strong midset
9317,4.0,No particular cons as such.
9318,5.0,Super fast moving is not for everybody
9319,5.0,"Racist, Overtime, Travel, Hard, Fun"
9320,5.0,"Little structure in Italy, but it's improving"
9321,4.0,You should put more emphasis on coaching AEs to grow their skills.
9322,1.0,"Hmmm, can't think of any"
9323,4.0,The salary is not as competitive as other tech companies
9324,5.0,give more stocks and money to people that overachieve quota year by year
9325,5.0,Work life balance is the challenge but company is taking all measures to address it.
9326,5.0,Remote Work in Dublin doesn't really exist
9327,5.0,Very salesy & target-driven environment. Can be tough at times!
9328,5.0,Culture can sometimes feel a little oppressive but maybe that’s the price for the massive upside.
9329,5.0,No downsides I could see
9330,5.0,* No clear career growth and promotion prospects
9331,4.0,Nothing i can think of
9332,1.0,"List is pretty huge but will try to be as precise as possible. Management need leadership skills. Had multiple discussion with HR on differences with management with no proper response from HR either. To my surprise I was asked to voluntarily resign and leave the organization without prior notice for raising challenges with Management and HR. After all these year when I try to reapply for a similar profile that showed up, I get a response stating my application is not a match which is not true coz I did same stuff earlier in Salesforce. It is okay to reject my profile but to my surprise someone in Salesforce system has changed my Country to Netherlands in Salesforce Database which will cause rejection of all my future applications for opportunities . Company which boasts of Ohana culture, transparency needs to take another look at themselves."
9333,5.0,Sometimes it's difficult to manage work life balance
9334,5.0,Yearly leadership changes were frustrating.
9335,3.0,limited growth opportunity for carrer progression
9336,5.0,Nothing to say here right now
9337,5.0,"Given the size, too many processes and can be bureaucratic."
9338,4.0,"high targets, smaller patches, t"
9339,4.0,Hard to align its culture and company values in international hubs. I hear too many people struggle with fear of retaliation.
9340,4.0,The real culture of the company doesn't really shows in Spain. Looks like more Oracle than Salesforce culture
9341,3.0,Not that much support from product
9342,5.0,"Not too many negatives, becoming a big company with all the politics one would expect."
9343,5.0,There is no such drawback
9344,3.0,Local Management in Southern Europe completely being rebuilt
9345,5.0,There are no cons in this company
9346,5.0,There are no cons to place here.
9347,4.0,Very complex product sell. Requires a lot of cross functional partners
9348,4.0,"- Favorites will get the better patches and therefore make more money - The same target for every patch in a team regardless on whether the patch is performing or not. - Promotion is dependant on you being in the team for 18 months & whether you achieve quota, which ties back into the patch you have. Bad patch = no progression."
9349,4.0,When a company grows at fast pace it also expects employees to be at same pace.
9350,5.0,nothing really bad about the place i just like it
9351,5.0,"Targets are challenging, alot is expected"
9352,5.0,Sometimes the job can be thankless because customers only come to support with problems- which naturally causes some of them stress.
9353,4.0,Nothing that comes to my mind apart from lot to learn at fast pace
9354,5.0,"Organisation is massive, can be challenging when getting collaboration work done due to different time zones and counterparts multi tasking on different scope. Hiring can also be based on referral but might not necessary be the right fit for the role."
9355,4.0,"Huge organization, lots of politics, you can do nothing and nobody will care, and you can want to do a lot and nobody will let you either"
9356,3.0,Slow growth and less income
9357,5.0,Huge company. Employees coming from SMB's may feel disoriented and/or not contributing in the way they're used to.
9358,5.0,"Big corporate ladder, difficulty to make things change quickly"
9359,5.0,・bureaucratic personnel system ・Management salary is not so high.
9360,5.0,Not much to say in terms of cons
9361,5.0,No reals cons to speak of.
9362,5.0,Can be a heavy workload at times
9363,5.0,- None - Sometimes one gets the feeling that things are changing too fast. Not necessarily a bad thing though
9364,4.0,good but very curius and intense
9365,4.0,"Long, high energy days and nights"
9366,4.0,"Cog in a wheel, not always 100% transparent"
9367,4.0,- Harder to climb the career ladder in some teams; can be very much related to tenure
9368,4.0,When a company grows at fast pace it also expects employees to be at same pace.
9369,5.0,There are lots of initiatives and communication channels - it's hard to keep up sometimes
9370,5.0,Nothing I can think of now
9371,5.0,"over commitment , too honesty"
9372,5.0,Nothinh I can think of
9373,5.0,can't think of any cons to be honest
9374,5.0,"It is indeed a fast growing company, we work very, very hard but we also play hard!"
9375,5.0,It grew from 15K people to 55K in 5 years and is now a gigantic structure. Do not look for startup culture.
9376,5.0,Sometimes there are too many cooks in the kitchen and can be hard to accomplish tasks across departments.
9377,5.0,Promotions not always based on merit
9378,5.0,"Fast paced industry, not company specific con. Requires being comfortable with change"
9379,5.0,"no cons, great environment to work"
9380,3.0,A pot if pressure felt sometimes
9381,5.0,I joined in this COVID pandemic still did not find any Cons for this Company!! Great place to work!
9382,5.0,Working hours is a little more.
9383,4.0,"Due to the fast-growing nature of the company, work-life balance takes a hit."
9384,4.0,Political and need to know the right people
9385,4.0,~Work load is too much.
9386,5.0,intense and high pressure environment
9387,3.0,"Nothing to share, ALL GOOD"
9388,4.0,Work Life balance is not the best.
9389,5.0,Fast paced and US based can make for long hours
9390,5.0,Number driven Org too huge and complex
9391,5.0,"rigid structure, lot of bureaucracy, too many people"
9392,4.0,Not great much for another solution like marketing cloud
9393,5.0,Not found any cons yet
9394,5.0,no considerations - all is going well -
9395,3.0,"Direct management would determine whether you'll be staying in Salesforce for long or short-term.. Unfortunately thats the case for us, current leader is not someone most people would look up and respect due to his communication style and mindset - this has really discouraged the direct and extended team."
9396,5.0,I couldn't find any so far.
9397,5.0,None that I can mention as I love it
9398,5.0,"Its a high pace, so make use of those tools and processes!"
9399,5.0,intense and high pressure environment
9400,5.0,No Cons as if now
9401,5.0,nothing that i thought was a con
9402,5.0,Become a huge company now
9403,5.0,none that I can see
9404,4.0,- QA mindset is still in early stages -
9405,5.0,Not much to say in the downside
