,Unnamed: 0,title,author_info,rating,pros,cons,helpful
6830,257,Great,"Aug 8, 2018 - Anonymous Employee",3.0,"Amazing training and enablement, plus encouragement to follow your desired career path within the company","While Salesforce touts its 'Ohana', being in a company that size means that you do feel like a number sometimes rather than a person. Can be a very intense place to work. While they do promote work-life balance, the amount of work you have on your plate means that you're working long hours and weekends a lot of the time.",3 people found this review helpful
6831,258,Account Executive,"Aug 13, 2018 - Senior Account Executive in Toronto, ON",4.0,The work life balance is wonderful.,Lack of transparency when discussing career path,Be the first to find this review helpful
6832,259,"Truly is ""A Great Place to Work""",,5.0,balancing work and home effectively supportive team training is ongoing management is hard but fair everyone is aiming to be successful career progression innovative volunteer program a must lots of internal events global opportunity,lots of processes to learn,Be the first to find this review helpful
6833,260,An amazing employee and customer centric business,,5.0,Flexible Model you for success as well as customer success Feel part of a family Excellent managers Great portfolio Excellent opportunities for development,"Pace - Salesforce moves at speed, juggling multiple elements all at once",Be the first to find this review helpful
6834,261,6 Months Review,,5.0,Amazing culture. Incredible innovation due to our growth strategy. Top leader in the industry.,Sometimes lack of resources and basic infrastructure / processes.,Be the first to find this review helpful
6835,262,Great place to work,,5.0,Benefits (from day 1) Flexibility Work from Home Culture,Stressful and always on Still overly male dominated,1 person found this review helpful
6836,263,"Poor culture, employees are not valued",,1.0,* really nice people to work with * lots of opportunities to learn * nice benefits * good life/work balance * good working space,"* employees are not valued I was offered a full time position (6 months in advance before the start date) after having completed a 4 months internship but they ended the contract 2 weeks before starting as they decided to relocate the team to another country. Because of that, I need to mention they ended the contract of other 20 people the were working in the team. (all had to look for a new job) They only offered 1 month salary as compensation nothing more. I have already paid for a new accommodation where I was a guarantor for other 2 people. I brought proof. They didn't care. And this is how people end up in the streets (unless you can find a job in one week or own some savings) So much of the OHANA spirit they are so proud of!",16 people found this review helpful
6837,264,The best 6 months at any company I worked for.,,5.0,"The culture inside the company is like a family. Everyone is willing to help those who need help on any issue or challenge. It's a non discriminatory environment open to people from all countries, religions, sex and color. The company really cares about what people can do instead of how they look or where they come from. Salesforce encourages career development and progression, investing a lot on helping employees to follow a development path","For some roles, the performance bonus is based on billed time over the year, so ""bench"" time as consultant does not help much to reach 100% performance even if the effective work was good for the client.",Be the first to find this review helpful
6838,265,Business Development current,,3.0,Wellness reimbursement and voluntary time off,"Unrealistic targets, political, your personal brand is big",4 people found this review helpful
6839,266,Best Employer,,5.0,You will enjoy your tenure here in all aspects,Nothing that I can think of. All is well.,Be the first to find this review helpful
6840,267,Sales Development Representative,,5.0,- Direct career path opportunities - great support and benefits - The culture of the company is strong and upbeat - Great learning opportunities.,- Can sometimes feel like a bit of a corporate giant,1 person found this review helpful
6841,268,Account Executive ECS,,5.0,good company to work for,there can be a lot of pressure on the sale side,Be the first to find this review helpful
6842,0,Company Review,,5.0,"Ambiance, work culture, colleagues, career opportunity","not that I noticed, not noticed any",Be the first to find this review helpful
6843,1,Account Executive ECS,,5.0,good company to work for,there can be a lot of pressure on the sale side,Be the first to find this review helpful
6844,2,Sales Executive,,5.0,It's a great company with excellent products and a nice working environment. Fully recommend it!,I have nothing bad to say,Be the first to find this review helpful
6845,3,One of the best teams to work in Salesforce - Demo Engineering,,5.0,"Salesforce is an awesome place to work. I was fortunate enough to work with few teams in Salesforce during my tenure. Demo Engineering was one of them so when I heard about some rumblings about this team, I thought of sharing my perspective. DE is one of the most amazing teams in Salesforce to work. It houses some of the best talents from the Industry with diverse cultural background. If you bring two things to the table talent and right attitude then irrespective of your gender, age or experience you get the spot on this team. I’ve seen leadership bring in lot of fresh talent with almost no experience but with right attitude. Also there have been cases when folks with not-so-great english were also given opportunity solely based on their talent. How to use technology to bring transparency in an organization is something one should learn from Salesforce. From number of demos you worked on, number of hrs you logged or even number of times your received appreciation, everything is open and accessible at each level from your peers to top global leadership. DE Team is entrusted with task of delivering successful demos where you are racing against time. There is lot of support and encouragement not just from leadership but even from within the team. During my initial days, team helped me learn and get up to speed with work. Whenever I was stuck with anything, team was just a call away. I’ve never worked in a team with such strong sense of ownership till now. During my tenure, India team was leader among global teams in delivering most number of successful demos. There is lot of focus from on your professional and personal growth. I’ve seen people getting nominated for various technical and leadership trainings. Also, Salesforce was kind enough to identify and sponsor trainings for folks who face challenge in communication. You are encouraged to create your own development plan keeping your talent and aspirations in mind. Leadership helps create various growth opportunities for each team member. There is guidance and coaching available for each member. I've seen successful transitions from this team into various roles within Salesforce and even outside. In their pursuit of giving back to society, Salesforce encourages each employee to volunteer. They not only provide paid time off for such volunteering activities but also give hefty sum of $2000 as a grant which each employee can donate. Volunteering activities are available throughout the year and employees are free to choose them as per their interests and beliefs. DE is one of the few teams in Salesforce where each team member proudly achieves their volunteering goals every year. Salesforce provides flexibility of work hours and work from home. Each team defines their own schedule and work hours keeping healthy overlap between their global peers. DE work hours in India are 9-5. At times you are required to get on a call with global peers late evening or early mornings but the folks are always considerate of the fact.",Nothing I could think of.,3 people found this review helpful
6846,4,Senior Technical Consultant,,5.0,Working from home and flexibility. Good benefits Paid Volunteer time,I don't have any cons to mention up to now,Be the first to find this review helpful
6847,5,Fantastic organisation to be part of. #dreamjob #ohana,,5.0,"1:1:1 model - employees are encouraged to take time to give back, even being given 6 days per year to take for this. Competitive salary #ohana culture - you really feel like part of something, and the organisation truly cares about its staff Innovation - it's easy to feel proud to work for a company who is the pioneer for what they do. Career development - you can have an entire career within the organisation, lots of roles and flexibility to move around.",Rapid growth means constant change - some may struggle with this. Internal systems struggle somewhat to keep up with the growth and constant innovation - we should be drinking our own champagne. The larger we grow the more careful we have to be about preserving our unique culture - this needs to be managed top down and newly hired leaders need to be on board.,Be the first to find this review helpful
6848,6,Advice - Don't fall in the trap of Infra org positions!!,,1.0,- Great visionary CEO - Good compensation/Stocks - Food and snacks - 1:1:1 volunteering model and lot more...,"- Lack of Transparency in every thing, whether it is promotion, interviews, work etc. Promo - Collect feedback from your favourite people and get promoted to VP even if your sub ordinates or people working under you don't like your style of functioning. Just like typical Indian govt. office promo's where you throw money here you throw feedbacks. Interviews - Whom to hire for the position, what qualities to look for, what job responsibilities should be conveyed, no clarity. Hire and attract talent by throwing industry buzzwords like etc. containers, docker, kubernetes, etc and tell them to work on round the clock patching or deployment work. (No forum to raise this concern apart from glassdoor) - No clear vision from senior/mid senior management/infra leadership. People at bottom most level who don't know what they are supposed to be delivering in infra. Software engineers working on operations work to resolve switch issues and fixing racks, working with DC engineers. They don't have any clarity or vision of future from leadership. (No forum to raise this concern apart from glassdoor) - How to get all star award? Well there are lot of ways to achieve it: 1) Sit in US HQ office and screw things in production time and time again and get a all star award. If you do the same from Hyderabad then you will land into PIP (Performance improvement program). 2) Create a half baked software or an automation working in silo without taking any requirements from actual endusers. Create a hype around it, push it to prod with no proper testing, provide zero documentation, get stocks/promo's/all stars and then move out of the project to screw something else. - No alignment Work for some other team and report to someone else in the management chain who has no idea what are you doing. V2MoM of folks in hyderabad is more of marketing gimmick it fails to provide any alignment, clarity or vision for people working at the ground level. When you are asked to talk about it no ones know how to get it sorted, they just want to keep doing things the way they are because end of the day they are more concerned about there own promo's. (No forum to raise this concern apart from glassdoor)",24 people found this review helpful
6849,7,Account Executive,,5.0,"Culture, money, people, career opportunities, benefits",Sales pressure.. and i dont know anymore,Be the first to find this review helpful
6850,8,Engineer,,4.0,Great place to work here,Culture is slowly dropping down,1 person found this review helpful
6851,9,Great place to work,,5.0,Working with Transformative technology that has no limits,Some growing pains in terms of processes but nothing that cant be overcome with some 121 Support,Be the first to find this review helpful
6852,10,Best company I've ever worked for.,,5.0,"Amazing benefits, culture and environment.",Can't think about any yet.,Be the first to find this review helpful
6853,11,Great place to work !!,,5.0,Core values Work culture work environment Employee benefits,I don't think of any....,Be the first to find this review helpful
6854,12,Not a fan,,1.0,Free snacks sn end of quarter celebrations,"Bad management, poor hr, lots of clickiness, bad behaviour tolerated",15 people found this review helpful
6855,13,Good Good Good,,5.0,Wonderful company. Lots of perks. Good!,Not much cons. Really good!,Be the first to find this review helpful
6856,14,Perfect,,5.0,Best place to work in France,There is very high expectations,1 person found this review helpful
6857,15,Driving Disruption in the Cloud,,5.0,Salesforce has a very clearly articulated value proposition and has some of the best Product Management & Engineering talent in the industry. The company also allows sufficient freedom to explore technologies etc and the 4 month cycle of cloud releases allows for continuous challenges and results. The company has very good employee benefits and values individuals.,Salesforce is extremely HQ centric . While not a complete con - A lot of the company's growth is fueled through inorganic acquisition as opposed to organic efforts within the company.,1 person found this review helpful
6858,16,Lead Solutions Engineer,,5.0,"Provides great tools fo ra work life balance, VTO model, and the chance to work with the industry's smartest people building innovative solutions.","There is no shortage of work do to, it's very important to prioritize your work otherwise it could be overwhelming.",Be the first to find this review helpful
6859,17,Pleasant experience,,3.0,They provide very good Company benefits,Environment. Employees abuses the freedom,Be the first to find this review helpful
6860,18,Developer Support Engineeer,,5.0,Values Work culture Good management Amazing facilities Good pay Creative work,None I can think of,Be the first to find this review helpful
6861,19,Key Account Director,,5.0,Product Acceptance in the market,Nothing I could think as of now,1 person found this review helpful
6862,20,"great platform, great company, great values","Sep 12, 2018 - Anonymous Employee in London, England",5.0,"this company is focused on very clear core values: trust, customer success, innovation and equality. and employees live by them.","as we grow, sometimes there are too much organizational complexity",1 person found this review helpful
6863,21,A huge family - ohana across the board,"Jan 29, 2019 - Senior Portfolio Success Manager in Hamburg",5.0,"- Great managers - Amazing career development and training possibilities - Benefits in and out of work - Ethical, fair company with tremendous growth - Exemplary on boarding process",- Size of the organisational structure can take getting used to,Be the first to find this review helpful
6864,22,Salesforce culture eats the others for breakfast,"Mar 29, 2019 - Anonymous Employee in Dublin, Dublin",5.0,Culture is very can-do and supportive lots of opportunity A lot of fun,"No really significant cons as yet but everything seems geared towards very rapid growth. If, for some reason, the growth stalled Salesforce could be a very different place.",Be the first to find this review helpful
6865,23,Great Company to Work For,"Oct 21, 2019 - Portfolio Success Manager in London, England",5.0,"Benefits, Flexibility, Smart Poeple, Great Product","Very fast changing environment, sometimes hard to keep up",1 person found this review helpful
6866,24,It is a great place to learn!,"May 21, 2015 - Sales Development Representative in Toronto, ON",5.0,Career development - great managers. They really care and invest in you.,You have to be quick and ask good questions! The level of competition is high but that's a good a thing,Be the first to find this review helpful
6867,25,NOC Analyst role - I worked as contractor on this position for 6 monts,"Nov 17, 2017 - in Dublin, Dublin",5.0,"OK work hours, ability to work form home, exposure to the new technologies.",Could think of anything that would make me question my decision to join them.,Be the first to find this review helpful
6868,26,Best place to work!!!,"May 31, 2018 - SDR in Dublin, Dublin",5.0,Good salary Best in class Management Personal development is a key in the company Very intressting products to work with Ohana culture is present in everything the company does Outstanding work environment to grow,Office space could be nicer,Be the first to find this review helpful
6869,27,Great company to work for!,"Oct 9, 2018 - Lead Solutions Engineer in Montreal, QC",5.0,"Salesforces really knows how to take care of their employees. They are passionate about taking care of their customers. Great culture, company is growing and there are opportunities for career changes.",Growing company with face pace - Changes could be constant,Be the first to find this review helpful
6870,28,kiosk sales,"Mar 28, 2019 - Anonymous Employee",4.0,"Incentives, bonus and the job training",pressure to preform KPI's,Be the first to find this review helpful
6871,29,"Exciting experience, a company that goes at the speed of light but can slow down to take care of its employees","Jun 12, 2019 - Sales Manager in Milan",5.0,you have the chance to see the future sitting on the front line,"training, care, challenge, respect for people just what I was looking for",Be the first to find this review helpful
6872,30,Demo Engineering (India) is not a good team to join in saleforce,"Jun 18, 2018 - Designer in Hyderābād",1.0,"Salesforce as a company is really good, it has lot of employee benefit","-Director is not technical which means he will only judge you on how much you can flatter him/ He is very rude and manipulates our personal space. -They will tell people to bring expensive gifts and don't return the money. - Director firstly takes people who are not good in english and then insults them in public - Time schedule is 9-6 where reaching on 9 is compulsory but they try to make you work at late night/ Salesforce gives time to work for NGO but director plans it in a way that its on weekend to ruin your weekend. - HR (Hyderabad and Bangalore) is his friend so no complain can goes beyond these people. - They harassed people way too much (insulting in front of everyone, pressurized for exams, Community work, attending trainings, making PPT for director/managers work, etc all together. - Director has divided his task to all team members and watches videos in office - Director and manager with his HR friends are always out for lunch (which I feel was our team's budget) and take us out once or twice to a really cheap place, infact we are not allowed to go out for lunch because according to director it is waste of time. - If you are away from your desk for more than 15 min, you will get messages and calls asking where are you and come back soon. -Get leaves approved by director is such a pain, he converts your sick leave into annual. - Recently they started dutching money everyweekend and take people for pubbing where they drink alot and half of the team doesn't drink, so they drink from employees money -If you think you can get transfer within salesforce to another team, it will take you minimum 2 years and only if you can flatter the Director by giving details of employees which he can use against each of the member of the team when he wants to, come by 9 to office, do his PPT, keep notes of everybody's time, and all demoralizing stuff only then transfer can start. There are so many things, in short Director is psycho and wants to control everything, he shows things differently to Tod(manipulates content).",37 people found this review helpful
6873,31,A great place to work but,"Jun 15, 2018 - Anonymous Employee in Hyderābād",4.0,"1. VTO - Voluntary Time Out - I was skeptical about this before joining, but I am so happy and proud that Salesforce encourages and facilitates voluntary activity among employees. The act of giving back is indeed there. 2. Smart people, It feels great to be surrounded by people who are smarter than you. 3. Very flexible working style and support work-life balance. 4. Competitive pay with amazing benefits and perks. My favorites are wellness and education reimbursement. 5. Work quality is good, got to work on some really cool products. 6. They encourage you to control your own career in fact you can transfer to other teams for an opportunity if you fit the bill. 7. The V2MOM process is their USP, I was surprised to see the leadership is living and breathing it and use it to bring alignment across teams. 8. They encourage employee well being, provide food, liberal leave policy includes paternal leave policy.","1. Poor onboarding of new employees. Esp. if you are part of a team that doesn't have a presence in Hyderabad or your Boss sits in a different office. 2. The recruitment team is not friendly/professional during the hiring process. The hiring process took almost 10 weeks and I had to call at least 10 - 15 times to remind them to release the offer (even the hiring manager confirmed I have been hired) 3. Information overflow (very poor signal to noise ratio). Sometimes you will be amazed at so many emails/chatter flying around you and you don't know what to do abou it. 4. The Employee Success Team (HR) needs to pull their socks up. As a new employee, I had faced several problems in the early days. I asked for help, but they were never there. It felt they just don't care.",2 people found this review helpful
6874,32,Back office,"Jun 19, 2018 - Anonymous Employee",3.0,"Good benefit, flexible work time. People are friendly and open mind.",Difficult to find career path.,1 person found this review helpful
6875,33,business development,"Jun 19, 2018 - Anonymous Employee",4.0,good salary good atmosphere good tools to work nice product to sell,too segmented takes a while to progress internally,Be the first to find this review helpful
6876,34,Best Place I've worked,"May 30, 2018 - Anonymous Employee in London, England",5.0,"Progressive thinking, great products, real and honest focus on value based culture Truly flexible working and a relentless focus on customer success. Global leadership is strong and consistent with a wider remit to ""do good"" Management are good at saying thanks and recognising people for their efforts",Its pretty hard keeping up and the volume of information is huge and does not stop. As the company grows its becoming a little more difficult to navigate Dizzying array of communication channels to deal with.,1 person found this review helpful
6877,35,Amazing place to work and learn!!!,"Jun 1, 2018 - Techforce Analyst in Hyderābād",5.0,Have lot of opportunities to grow and learn. Good facilities and benefits. Management is always there for you to support you and guide you. Giving back to community and society is one of the pillars of the firm.,"None, that I can think of right now!",Be the first to find this review helpful
6878,36,Solution Engineer,"May 29, 2018 - Anonymous Employee in London, England",5.0,"Dynamic Environment, Loads of opportunities to shine with customers, prospects and events, Loads of things to learn, Very committed team, Great individuals and Great Flexibility on where and how to work.",Sometimes the information is too much to handle it properly,1 person found this review helpful
6879,37,Sales has very high turnover and impossible growing targets,"May 11, 2018 - Sales in Sydney",2.0,"Great location, amazing benefits (health, gym, volunteering, shares), great leadership in US, jobs outside of sales seem great, lots of events and you will learn an lot","Very unfriendly, uncaring sales environment in enterprise sales - sink or swim attitude, don't care about customers just want to make the numbers and grow. Treat sales people like dispensable soldiers, hire 100, lose 50 hire another 100 - people arrive and just disappear a few months later, some only last a few months. Many of the leaders come from Oracle. Not many people make commission - targets are very difficult to achieve.",26 people found this review helpful
6880,38,Senior BDR,"May 31, 2018 - London in London, England",5.0,great parties and fun family culture,too much admin all the time,Be the first to find this review helpful
6881,39,Great experience at the begining not so much at all at the end,,3.0,"Great company, good products, super brand recognition, nice principles for operations","Regional management, not a real integration as a team for deliver the best experience to customers, good culture but not applied locally outside USA",4 people found this review helpful
6882,40,Breath of Fresh Air,,5.0,"I am grateful to be apart of Salesforce and my team. The interview process was intense but a lot of fun and I am very much looking forward to bootcamp. Everyone has been fantastic and truly wants you to succeed. I was a little skeptical of the “Ohana” culture prior to my first day but it is for real. Yes, it can be stressful and even overwhelming at times but that is to be expected anywhere.",There are no cons that I have seen as of yet.,Be the first to find this review helpful
6883,41,HYD office Management is WORST Working as a full time employee from past 2 years,,1.0,"1. Benefits : a. Free Cab, Food, b. Wellness reimbursement, Vision reimbursement.",1. No proper Hikes 2. complete politics based promotions and by the end of the day they will arrange a meeting and will tell some stories and add words called TRUST and TRANSPARENCY. 3. A lot of work pressure you need to work like a donkey. 4. All managers they will bring their brothers and relatives as employees even though they do not know ABC of Salesforce. 5. Managers will conduct the daily meeting with zero outcome and useless talks.,16 people found this review helpful
6884,42,Amazing company that demands a lot from you,,5.0,-Pay -Benefits -Great opportunity to capture market share thanks to product being #1 and therefore make great $ -Brand recognition -Constant learning (lot of focus on continued enablement),-Very very demanding job -Extreme stress -Huge quotas -Complicated and challenging internal environment,Be the first to find this review helpful
6885,43,Great place to work,,5.0,"Great products, great place to work, incredible smart people, great compensation package.","Office space still under development in South Europe, but improving.",Be the first to find this review helpful
6886,44,great company,,5.0,Love the social engagement and development,"none, i love it :)",Be the first to find this review helpful
6887,45,Good company but have the worst demo engg team,,2.0,It is great company to wok with as it provides so many benefits to employee.,"Here I am going to give reviews about salesforce demo eng team based in India. A lot of comparison between the team members which demoralise you every day. No technical manager/leader/boss in India. Flattery always works like a charm with the leaders. Team do not follow ""no gift policy"". Leaders of this team love to take expensive gifts from the team members. You can enjoy lunch for hours and hours if you are with mangers of this team. Very strict rules for office timing (9:30 you reach office or you better be prepared for the day). Though this rule is not applicable for leaders of this team. Mangers/Leaders put lot of pressure to get 5 out of 5 star from the clients you are working with. You will learn the high politics in very early age of career",11 people found this review helpful
6888,46,Multiple roles,,2.0,"Benefits , Giving back to the community",some redundant teams just float around.,4 people found this review helpful
6889,47,Account Executive,,1.0,Good staff benefits and days off for volunteer work.,Unrealistic sales targets and only 30% of very experienced Account Executives actually make commission. High turnover of sales people due to this. Very junior inside sales team (BDRs) to help you prospect and drive customer facing activities. Also lack of support from marketing in a new sales territory for Salesforce. Salesforce state #dreamjob in the market place but that is not the case at all in sales unless you are given a good territory.,9 people found this review helpful
6890,48,Principal Success Specialist,,4.0,Great corporate culture and possibility to do VTO. Everyone wants to help,Sometimes the culture does it trickle down to the regions properly,Be the first to find this review helpful
6891,49,Many years at Salesforce and couldn't be happier,"Oct 16, 2017 - Engineering in London, England",5.0,"Gym allowance, health insurance, volunteering time, education allowance, working with incredible people and the freedom to innovate, incredible career mobility, and a CEO that really seems to care for his employees",Not many company social events,Be the first to find this review helpful
6892,50,"Truly is ""A Great Place to Work""","Jul 29, 2018 - Account Executive in Sydney",5.0,balancing work and home effectively supportive team training is ongoing management is hard but fair everyone is aiming to be successful career progression innovative volunteer program a must lots of internal events global opportunity,lots of processes to learn,Be the first to find this review helpful
6893,51,Great place to work for,"May 17, 2019 - Senior Account Executive in Dublin, Dublin",5.0,"Very dynamic, challenging work environment. Loads of opportunities to develop yourself and learn. Great people and mentality throughout the whole company.",No longer a startup and getting very corporate at certain levels.,Be the first to find this review helpful
6894,52,Great experience so far,"Aug 9, 2019 - Software Engineer",5.0,"Exciting environment and challenges when trying to do things at scales, opportunities to innovate. Paid volunteering time is also a great and meaningful perk.","Can be hard to keep up the pace at times, with so many projects going around.",Be the first to find this review helpful
6895,53,Positive,"Jan 2, 2017 - Senior Account Executive in Dublin, Dublin",5.0,Good culture overall Exceptional technology stack,Becoming slightly jobs for the friends type of business in certain locations regardless of merit.,Be the first to find this review helpful
6896,54,Enterprise Account Executive,"Mar 29, 2017 - Enterprise Account Executive in Espoo",5.0,A spectacular place to be right at this moment. Salesforce is leading the transformation to the fourth industrial revolution. A lot of exciting opportunities with a great team.,Work life balance is a challenge but it is supported by management.,Be the first to find this review helpful
6897,55,"Great way to expand sales skills, just don't","Aug 4, 2017 - Anonymous Employee",4.0,- Forefront of the industry - Innovative company - Vibrant sales force,- Burning too many bridges with customers will come back to bite them - Success can vary wildly year to year - Territories are getting too thin to be successful on a regular basis - Short term customer relationships don't do customers any favours,1 person found this review helpful
6898,56,Senior Account Executive,"Oct 24, 2017 - Senior Account Executive in Paris",5.0,Company DNA is based on 1-1-1 model and giving back to community (7 days of Volunteering Time Off each year) Awesome benefits Employee experience is as important as customer experience,You need to set your Work/Life balance,1 person found this review helpful
6899,57,Sales Development Representative,"Jul 20, 2018 - Sales Development Representative in Sydney",5.0,- Direct career path opportunities - great support and benefits - The culture of the company is strong and upbeat - Great learning opportunities.,- Can sometimes feel like a bit of a corporate giant,1 person found this review helpful
6900,58,#1 best company to work for,,5.0,"Amazing benefits Really hard-working and friendly, helpful employees - they hire on personality and ethics. Fantastic values, we really make a difference here and you have very happy clients. New business comes easily as the brand is so well revered. Product caters for all types of business from one man bands to google, amazon and Governments",Nothing is perfect but the tiny tweeks required are happening in real time to try and make the life here as enjoyable and productive as possible. Salesforce don't actually have the cleanest use of the Salesforce app! More app rigour could help with account team changeovers as there is a loss of info when teams swap. The sales commission on very big deals is heavily reduced,1 person found this review helpful
6901,59,"Growth, Growth, Politics",,2.0,Great environment to work. You are able to feel the growth and why this company is “innovative” when you work for. People are awesome to work with.,"Too many politics in the local region and revenue-only focus. And HQ is not interested in a non-US region. A power harassment by a local none-sales executive(such as VP level of Mktg, HR, Finance, Strategy)occurs and lies neglected.",3 people found this review helpful
6902,60,Great Place to work,,3.0,Engaging work for the teams Pay and benefits,Hybrid development goals and training were not well thought out.,Be the first to find this review helpful
6903,61,Get on board the rocket ship,,5.0,"Employee benefits are like nothing I’ve ever seen and everyone is so on board with the company culture and vision. You also get access to an almost infinite amount of resources/support to succeed - from management teams and specialists, to an open calendar of enablement sessions to sharpen the saw.","With great benefit, comes great expectation. The targets are always increasing, while territory sizes are decreasing - although with the growing arsenal of products to sell (through innovation and acquisition) there is always plenty of opportunity.",3 people found this review helpful
6904,62,Great forward looking company,,5.0,"Innovation, values, compensation, working from home, customer focussed","Very US centric, expected to be Salesforce to the core",Be the first to find this review helpful
6905,63,Is it,,5.0,Good for my work is your company,My good lock in your,Be the first to find this review helpful
6906,64,Finance - FP&A,,5.0,- Benefits - Competitive Salary - Work with VP level execs from junior positions - Commercially focused role - Great team thanks to important focus of cultural fit - Challenging but great for development - Fantastic development and guidance by management - Outlined career development path - Great chances for volunteering,"- Hours are long, especially at the end of quarters, occasional weekend required - Occasionally too politically correct - Very sales team focused, all other areas can be made to feel like you are 2nd best to them - Split offices mean that most events and senior management locate themselves in one. As based in the other it can lead to a distant feeling. - My team don't do many events or socialising outside the office, but many others do",3 people found this review helpful
6907,65,Perfect Place to be,,5.0,Best in class colleagues & best class products makes Salesforce the perfect place to be,There are now cons working at Salesforce,Be the first to find this review helpful
6908,66,Business Development Associate,,5.0,"Best working atmosphere I have ever seen, working together with enthusiastic colleagues and managers. No hierarchy - everyone is available if you have questions and helps you with a smile. Time for self-development and volunteering activities. Nice office with free snacks, pool table and open spaces instead of small rooms.","The job is not very challenging, but is temporary however - you get the chance to get to know your network and company better in the meantime. The salary is quite low. Office situated in Sandyford instead of city center.",Be the first to find this review helpful
6909,67,Ohana,,5.0,"Employees are spoiled by the best conditions to work in Australia. Offices, food, volunteering time off, top health insurance, wellness benefits",high pressure results driven environment. Salesforce isnt the fastest growing software company by accident,1 person found this review helpful
6910,68,Amazing 6 months,,5.0,Amazing smart and motivated people. Awesome culture. Can do attitude. Team orientated.,None.. but the initial technical certification process was initially a shock to the system.,Be the first to find this review helpful
6911,69,Not for everyone,,3.0,"Flexible hours, health insurance and general perks","If you're looking to work in a 'start up' environment then this isn't for you. Very corporate, similar to a bank.",2 people found this review helpful
6912,70,One of the best place's to work,,5.0,Great to work in an exciting and fast paced environment. Teams are full of talented individuals and the company supports your career aspirations and development. Alot of authomy given over role and decisions.,"As the company continues to grow, it runs the risk of becoming too operationally matrixed and too corporate in culture.",Be the first to find this review helpful
6913,71,Almost 3 years in,,5.0,Great place to work. Love the culture. Trust & Equality demonstrated clearly.,None at the moment - great place to work.,Be the first to find this review helpful
6914,72,"Great, big company",,4.0,"Good perks, solid process, nice brand recognition...","Bureaucracy, very political",Be the first to find this review helpful
6915,73,"Classic American Corporation, good perks",,2.0,Good perks Location Ideal place to try what it like to work in a mega corporation Some positions include stock grants,"Salesforce is huge. Where one department flourish, other can be in despair. Your manager can travel to other offices and spend 15k per trip, where you would find it difficult to get £400 conference ticket approved. Promotions are highly political and not clear. They rarely promote from within and happy to place a friend on a top position. Standard salary early rise is 3%. Bonus 10%, (not sales). Every year they overspend general expenses budget and enforce a lockdown. That affects ability to visit head office and communicate with key colleagues.",8 people found this review helpful
6916,74,Great Company,,5.0,Culture of the company ; Solution ; Equality,Work life balance and benefits could be more agressive,Be the first to find this review helpful
6917,75,"Amazing technology, amazing culture, lots of opportunity for growth",,5.0,Great salary and benefits package Great company culture The pioneer of Cloud computing - and the products live up to the reputation - best technology I have worked with after spending 20+ yrs in software sales,Pace of change is fast and relentless. Sometimes too much info and initiatives to keep up with.,Be the first to find this review helpful
6918,76,Brilliant place to work and help change face of IT,,5.0,Product portfolio is always being developing and covers a wide span of business need,Pressure for growth if anything is immense,Be the first to find this review helpful
6919,77,Sn Account Executive,,3.0,"Very interesting, successful, fast paced, growth company, The sky is the limit feeling. Interesting solutions portfolio, expanding every year. Still a lots of room for growth. Well paid (if you achieve targets).","Work life balance is a real challenge, it's a high pressure environment, very demanding, always-on, real-time reactions expected on everything. Failure is not an option. Salary is good, but the rest of the benefits are weak versus other big software companies. On-boarding for new hires (if no direct experience in selling CRM/Salesforce) is very challenging, steep learning curve.",1 person found this review helpful
6920,78,Great,,4.0,"Great Products, Great Sales and Great People",None what so ever in mind,Be the first to find this review helpful
6921,79,This is a Wonderful Place to work,,4.0,This place has some great talent to work with and learning opportunities are tremendous. You will love going to work everyday because the culture so wonderful. Good benefits and employees are well taken care. The vision of the company is great and inspiring and in all means will achieve the vision. Giving back is a core value and teaches you to be a good human being and I knew the value of giving back after working here.,AS the company is growing in Hyderabad it would be good to groom leaders internally. Career growth seems to be limited.,2 people found this review helpful
6922,80,Amazing Company To Work For,,5.0,Working in a fast moving cutting edge SAAS company was exhilarating.,None Really #Dreamjob Other than Some Late Night Calls with US,Be the first to find this review helpful
6923,81,Business Development Rep,,4.0,"People, Salary, Working Hours, Training","Location, Food, Frequent wrong payment",Be the first to find this review helpful
6924,82,Renewals Manager,,4.0,Good Working environment and very knowledgeable process,No Cons very satisfied with the company,1 person found this review helpful
6925,83,Technical Support Engineer,,5.0,Life balance and great values,none since I started 6 months ago,1 person found this review helpful
6926,84,Great company to work with,,5.0,Client Handling Exposure to Multiple Domains Decent Salary You will get good laptop and latest iPhone Transport and meal are free Awesome Reimbursement of Optical/Dental/Gym etc. Great learning opportunities. Salesforce certification discount vouchers Work from home option available. Stay up to dated about Salesforce latest releases and events.,Avoid being part of Internal politics,2 people found this review helpful
6927,85,Salesforce Consultant,,4.0,"Great place to work for. It’s like working at home. Good environment, ambience and additional perks apart from salary. We are known for leaves offcourse.",Do not work in premier support team(t-2) . You will die with politics and mental pressure and no chance for growth,Be the first to find this review helpful
6928,86,marketing director,,2.0,"Exposure, salary, benefits, budget, salesforce brand and awareness, market positioning and ecosystem, trailhead, strong growth, strategic events, office locations, volunteering","Fatigue, silos, politics, too many cooks in the kitchen, lack of trust, not so ohana, over processed, values not really true day to day - good on paper.",9 people found this review helpful
