,タイトル,タイトルリンク,w-440,article_answer,ml-5,button,button1,button2,article_asideRight,button3,typography-hy,point,w-100,口コミ投稿日,text-center,report,report1
309,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2436799/,,,,,,,,,企業カルチャー・組織体制,,企業理念の浸透：トップの理念が全ての社員に降りている。さらに、それを実現するためのシステム作りが行われており、トップの意見を自分たちの目標に反映させやすい。,2018年01月16日,2017年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2696588&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2696588/
310,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,事業展望・強み・弱み,4.9,成長性・将来性：今だに高い成長率を維持している。その為、マーケットからの期待も大きく、それに応えるために皆が頑張っている。それがパワーとなり達成感も高い。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389269&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389269/
311,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,福利厚生・オフィス環境,4.9,オフィス環境：スペースが足りなくなってきているので席が足りない感がある。シェアデスクでどのフロアでも働くことができるが大体チームで固まっているようです。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389075&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389075/
312,女性/ アカウントパートナー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4513158/,,,,,,,,,入社前とのギャップ,4.6,入社時の期待と入社後のギャップ:忙しいすぎる。外資系ではなく日系アメリカ人,2022年06月12日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7308859&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7308859/
313,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4387423/,,,,,,,,,女性の働きやすさ,4.8,女性の働きやすさ:女性従業員が多数いる。しかし、営業職の女性の割合は低い。,2022年05月16日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7169141&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7169141/
314,男性/ サポート/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3530917/,,,,,,,,,女性の働きやすさ,4.7,女性の働きやすさ:女性の管理職も多く、女性にとって働きやすい環境だと思う。,2021年12月19日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6546299&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6546299/
315,,,,,,,,,,,成長・働きがい,,働きがい：【個人の裁量について】とても大きい。自主的に手を挙げれば大抵のことはさせてもらえる風土である。ただし、その分個人が負う責任も大きい。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1002528&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1002528/
316,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇：スピードが速いので毎日は忙しい。休日に出社することはないが、自宅でメールの整理など平日に処理出来なかったことをすることはままある。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389164&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389164/
317,,,,,,,,,,,福利厚生・オフィス環境,,福利厚生：【職場の施設や設備環境について】これ以上なく充実していると思う。フリードリンク、フリー軽食、マッサージルーム、電子機器の配備など。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1048002&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1048002/
318,,,,,,,,,,,成長・働きがい,,働きがい：【アイディア実現までのスピード】とても早い。社内SNS上でグローバルすべての社員にコンタクトできることが幸いしているように思う。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1028179&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1028179/
319,女性/ アカウントパートナー/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4513158/,,,,,,,,,女性の働きやすさ,4.6,女性の働きやすさ:働きやすい。女性だからとなにかされるわけではない。,2022年06月12日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7308857&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7308857/
320,,,,,,,,,,,事業展望・強み・弱み,,雇用の安定性：【時短勤務や在宅勤務などの働き方】おもに出産を控えた、あるいは出産した女性。    産休育休は完備。その後の職場復帰もしやすい環境,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=328262&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/328262/
321,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【早くから責任・裁量が与えられる環境か】中途採用しかとりませんので、ハイパフォーマンスを自ら発揮しないと存在価値はありません。,2015年08月 1日,2012年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=583635&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/583635/
322,女性/ インサイドセールス/ 現職（回答時）/ 中途入社/ 在籍21年以上/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4156889/,,,,,,,,,年収・給与,3.5,評価制度:昇格のためには半年間の成績で上位に入らなければならない。,2022年03月21日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6949207&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6949207/
323,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,企業カルチャー・組織体制,4.9,企業文化・社風・組織体制：素晴らしい企業文化だと思う。オハナというハワイ語で家族の意味の言葉が使われて、お互いに助け合う雰囲気もあり、働き甲斐がある。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389218&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389218/
324,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,女性の働きやすさ,4.9,女性の働きやすさ：米国本社に比べるとリーダー、マネージャーの女性比率が低いので、より積極的に意識して女性にチャンスを与えても良いと思います。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389111&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389111/
325,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2436799/,,,,,,,,,企業カルチャー・組織体制,,企業文化・社風・組織体制：【働きやすい環境か】強いて言えば、社員数が増えすぎて会社が狭くなっている。オフィスを増やす予算が無いため問題となっている。,2018年01月16日,2017年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2696587&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2696587/
326,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,女性の働きやすさ,4.9,女性の働きやすさ：女性の地位向上の為の施策もあり、積極的に登用することをリーダーは常に考えている。産休から復帰しても第一線に復帰している。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389110&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389110/
327,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2328953/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,,勤務時間・休日休暇：残業時間は長いが、外勤営業以外は残業代は出る。外勤営業もやればやっただけ返ってくるので、勤務時間に関しては気にならない。,2018年06月20日,2018年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2943264&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2943264/
328,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【周りからのサポート】手厚いサポートは特に受けておりません。とてもニュートラルな環境のため、自分の裁量で物事が進みます。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1284823&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1284823/
329,,,,,,,,,,,成長・働きがい,,教育・研修：【他社員へ相談しやすい環境か】部署によるところが大きいと思うが、私の部署は相談しやすい。職種上、面倒見の良い社員が多い。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1044916&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1044916/
330,男性/ 一般社員/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ 営業本部/ 営業,https://en-hyouban.com/company/10025403019/user_kuchikomi/3777448/,,,,,,,,,女性の働きやすさ,3.8,女性の働きやすさ:女性にとっては働きやすい配慮もたくさんある,2021年12月18日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6544441&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6544441/
331,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3124779/,,,,,,,,,入社前とのギャップ,5.0,入社時の期待と入社後のギャップ:なし。いい意味で思った通り。,2020年12月20日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5566795&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5566795/
332,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,事業展望・強み・弱み,4.9,成長性・将来性：将来も成長するために企業買収に積極的だが、文化が違う時があるのでどのように優秀な人材の流出を少なくするががチャレンジ。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389270&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389270/
333,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【会社による社員の成長支援について】定期的にナレッジ共有のミーティングが実施され、個別にも要請すれば勉強会が開かれる。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=294764&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/294764/
334,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【プレゼンや商談など考えを伝える機会の有無】機会は望めば与えられます。    時に、自分のプロモーションもプレゼンします。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=280210&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/280210/
335,男性/ 一般社員/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ 営業本部/ 営業,https://en-hyouban.com/company/10025403019/user_kuchikomi/3777448/,,,,,,,,,入社前とのギャップ,3.8,入社時の期待と入社後のギャップ:かなり差がある。上司次第,2021年12月18日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6544443&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6544443/
336,男性/ 一般社員/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員/ 営業本部/ 営業,https://en-hyouban.com/company/10025403019/user_kuchikomi/3777448/,,,,,,,,,事業展望・強み・弱み,3.8,事業の強み:競合には比較にならないほど製品はすばらしい,2021年12月18日,2021年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6544444&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6544444/
337,男性/ 営業系（営業、MR、営業企画 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2328953/,,,,,,,,,年収・給与,,給与水準：34歳年収2000万インセンティブが青天井だが、ベース給もそれなりなので、生活は安定している。これ以上ない待遇。,2018年06月20日,2018年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2943263&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2943263/
338,,,,,,,,,,,成長・働きがい,,働きがい：【他部署との関わりについて】少ない。顧客の契約関連で担当営業に確認をすることああるが、すべてSNS上で完結する。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1016462&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1016462/
339,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【業務の効率化を求められる環境か】自社のツールを最大限活用して自身の強み・弱みを可視化し、PDCAを回している。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=272793&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/272793/
340,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.9,勤務時間・休日休暇：休日は必ず休めるし、余程のことがない限り出社はない。祝日も同様である。有給休暇も自由にみなさん取得しています。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389163&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389163/
341,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2436799/,,,,,,,,,企業カルチャー・組織体制,,企業文化・社風・組織体制：【職場の雰囲気】中途入社の者が多いため年齢層は高いが、そのため社内制度やビジネスマナーなどがしっかりしている。,2018年01月16日,2017年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=2696585&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/2696585/
342,男性/ 販売・サービス系（ファッション、フード、小売 他）/ 退職済み/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/107317/,,,,,,,,,福利厚生・オフィス環境,,オフィス環境：本社で提唱している作ろうとしている文化は素晴らしい。ボランティアや協力し合う社員の姿を作り出そうとしている。,2019年09月16日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4645921&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4645921/
343,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【成長を感じるとき】あまりないです。この環境で働いて果たして成長があるのかとたまに不安になることはあります。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1283454&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1283454/
344,,,,,,,,,,,成長・働きがい,,働きがい：【スケジュールの決め方について】目標は上司と相談して決め、それをどのように達成するかは個人にゆだねられる。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1010655&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1010655/
345,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【早くから責任・裁量が与えられる環境か】結果を残して初めて裁量が与えられます。    まずは、結果ありきです。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=276568&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/276568/
346,男性/ IT系エンジニア（アプリ開発、ITコンサル 他）/ 現職（回答時）/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2404206/,,,,,,,,,事業展望・強み・弱み,4.9,会社の安定性：ビギナーズマインドをどのように維持していくかは大きなテーマ。それができないとイノベーションもうまれない。,2019年07月18日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4389403&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4389403/
347,男性/ 営業/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4241760/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,3.8,多様な働き方支援:リモートワーク可能です。,2022年05月23日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=7214101&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/7214101/
348,男性/ アカウント・エグゼクティブ/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/4053089/,,,,,,,,,女性の働きやすさ,4.9,女性の働きやすさ:働きやすいと思います。,2022年02月26日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6850858&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6850858/
349,,,,,,,,,,,成長・働きがい,,働きがい：【上司へ提案しやすい環境か】業務や環境をよりよくしていくための提案はいつでも歓迎してもらえる。,2015年08月 1日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=1022241&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/1022241/
350,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【プレゼンや商談など考えを伝える機会の有無】お客様には、ガンガン伝えるkとができるでしょう。,2015年08月 1日,2012年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=596416&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/596416/
351,,,,,,,,,,,福利厚生・オフィス環境,,福利厚生：【業務時間削減に向けた制度・取り組み】特になし。年俸制が故にあまりそうした観念はない模様。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=332422&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/332422/
352,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【PCや語学などの身につくスキル】足りないスキルは、自ら習得することが求められる。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=269157&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/269157/
353,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【上司や先輩による指導の有無】受け身では誰も教えてくれない。自発的に聞きに行く。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=290958&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/290958/
354,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【業務の効率化を求められる環境か】効率的に仕事をしないと、仕事が終わりません。,2015年08月 1日,2012年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=584448&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/584448/
355,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【自身の目標となる同僚・上司の有無】自分が超えるべき目標は、常に自分自身。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=283711&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/283711/
356,,,,,,,,,,,成長・働きがい,,成長・キャリア開発：【社員同士のノウハウ共有の多さ】社内SNSを活用したナレッジ共有が盛ん。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=287405&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/287405/
357,,,,,,,,,,,事業展望・強み・弱み,,雇用の安定性：【月間の残業時間】月30時間程度。多くもなければ少なくもない。,2015年08月 1日,2013年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=336674&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/336674/
358,男性/ AE/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2832680/,,,,,,,,,成長・働きがい,5.0,働きがい:会社を拡大することに貢献出来る点。,2020年06月 3日,2020年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=5125853&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/5125853/
359,女性/ 事務/ 退職済み（2016年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3696278/,,,,,,,,,企業カルチャー・組織体制,3.8,企業カルチャー・社風:ファミリーを大事にするイメージがあります。また 様々なイベントを行ったりしてコミュニケーションを図っていると感じます。自由なイメージです。組織体制・コミュニケーション:配属先によりますが、コミュニケーション不足で仕事に困るところもあれば、風通しの良い場所もあると思います。合う人には すごくよくて合わない人にはつらい職場のように思えます。ですので、人の出入りも激しいようです。,2021年11月10日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6418594&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6418594/
360,女性/ 事務/ 退職済み（2016年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3696278/,,,,,,,,,福利厚生・オフィス環境,3.8,福利厚生:福利厚生はかなりよいと社員の方から伺いました。また 社内でマッサージも受けられるようになっているのはありがたいと思いました。オフィス環境:共有スペースが充実している。フリードリンク、フリーフードなど（フルーツ、パン、おにぎり、ETC 多岐に渡る）東京駅前のビルで 場所もよいです。 フリーのスペースも多々あって、全員ノートPC付与で 仕事もしやすい環境だと思います。,2021年11月10日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6418592&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6418592/
361,女性/ 営業アシスタント/ 退職済み（2014年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/110326/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,4.8,勤務時間・休日休暇:職種や部署によって異なるかとは思いますが、結婚、出産しながらも勤務されている正社員の方もいたので、自身の仕事をきっちりしていればある程度調整はできる企業だと感じました。多様な働き方支援:コロナ後はリモートワークがメインと聞きました。通院や子供の予定で早帰りされていた方もいました。派遣社員でも交渉すれば時間の調整はある程度可だったと思います。,2021年12月21日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6553128&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6553128/
362,女性/ 営業アシスタント/ 退職済み（2014年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/110326/,,,,,,,,,福利厚生・オフィス環境,4.8,福利厚生:派遣社員でしたので福利厚生についてはわかりません。健康保険やストックオプションはかなり良いと聞いた記憶があります。オフィス環境:当時は新築のKITTEに入居したばかりでオフィス環境は抜群でした。東京駅直結、KITTEのテナント割も使えた気がします。フリードリンク、スナックも無料だった気がします。,2021年12月21日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6553127&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6553127/
363,女性/ 事務/ 退職済み（2016年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3696278/,,,,,,,,,働き方（勤務時間・休日休暇・制度）,3.8,勤務時間・休日休暇:配属先によって異なるが、休みは比較的自由でした。多様な働き方支援:社員の方は リモートワークされていました。当時派遣はリモートできませんでしたが、今はコロナなのでおそらく、全員リモート対応されているのでは？と思います。,2021年11月10日,2016年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6418593&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6418593/
364,女性/ SalesStrategyAccosiate/ 現職（回答時）/ 中途入社/ 在籍3年未満/ 契約社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/3211143/,,,,,,,,,企業カルチャー・組織体制,2.8,企業カルチャー・社風:基本的にやさしい人が多い。組織体制・コミュニケーション:フラットなやり取りができるけど、知らない人、という印象。会社の同僚と感じられる機会があまりない。,2022年02月21日,2022年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6829762&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6829762/
365,女性/ 営業アシスタント/ 退職済み（2014年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/110326/,,,,,,,,,年収・給与,4.8,給与制度:派遣社員だったので会社本体の給与制度についてはわかりません。成果主義かと思います。評価制度:派遣社員だったので評価制度についてはわかりません。実力主義だと思います。,2021年12月21日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6553126&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6553126/
366,女性/ 企画・事務・管理系（経営企画、広報、人事、事務 他）/ 現職（回答時）/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2635352/,,,,,,,,,年収・給与,,給与水準：派遣の時給としては「普通」の一言につきます。特段給与が良いということはないです。またバックオフィス系の仕事をしている社員と話した時には「これ本当にこの金額しかもらえないんですか？」と驚愕するほど安かったとおしえてもらいました。ただ営業は売れば売るほどお金になるようですね。,2019年04月15日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4053716&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4053716/
367,女性/ 営業系（営業、MR、営業企画 他）/ 退職済み/ 非正社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/2663502/,,,,,,,,,企業カルチャー・組織体制,4.9,企業文化・社風・組織体制：中途入社の場合は、多かれ少なかれ苦労する。ゆるく楽しい職場ではあるが結果が出せなければ居られなくなる。正社員だから会社から守ってもらえるという保証はない。自分から積極的に学ぶ姿勢は必須。完璧なスタートでなくても走り出す、走り続けるタフさは必要。結果が全て。,2019年07月12日,2019年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=4367470&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/4367470/
368,女性/ 営業アシスタント/ 退職済み（2014年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/110326/,,,,,,,,,事業展望・強み・弱み,4.8,事業の弱み:わかりません事業展望:CRMの世界シェア、日本でのSFAでのシェアはトップなので、今後もしばらくは事業拡大していくと考えます,2021年12月21日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6553133&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6553133/
369,女性/ 営業アシスタント/ 退職済み（2014年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/110326/,,,,,,,,,成長・働きがい,4.8,成長・キャリア開発:非正規社員だった為、わかりません。働きがい:常に新しい技術、エネルギッシュなメンバーと働け、自分も成長を促せる点,2021年12月21日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6553131&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6553131/
370,女性/ 営業アシスタント/ 退職済み（2014年）/ 中途入社/ 在籍3年未満/ 派遣社員,https://en-hyouban.com/company/10025403019/user_kuchikomi/110326/,,,,,,,,,女性の働きやすさ,4.8,女性の働きやすさ:在籍当時もお子さんがいながら送迎の為に出勤調整されている女性社員もいらっしゃったので、働きやすいと思う。男女関係なく評価されれば上に上がっていける企業だと感じます。,2021年12月21日,2014年時点の情報,https://en-hyouban.com/inquiry/?kuchikomi_id=6553130&company_id=10025403019,https://en-hyouban.com/company/10025403019/kuchikomi/6553130/
